LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
40900-3,Cells.CD3+CD4+/Cells.CD3+CD8+,NRto,Pt,Tiss,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,,"CD3+CD4+ (T4 helper) cells/CD3+CD8+ (T8 suppressor cells) cells [# Ratio] in Tissue",,2.15,false,Cells.CD3+CD4+/Cells.CD3+CD8+:NRto:Pt:Tiss:Qn:
34931-6,Cells.CD3+CD4+CD45RO-CD45RA-/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3+CD4+CD45RO-CD45RA- cells/cells in Blood",%,2.11,false,Cells.CD3+CD4+CD45RO-CD45RA-/Cells:NFr:Pt:Bld:Qn:
34932-4,Cells.CD3+CD4+CD45RO-CD45RA+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3+CD4+CD45RO-CD45RA+ cells/cells in Blood",%,2.11,false,Cells.CD3+CD4+CD45RO-CD45RA+/Cells:NFr:Pt:Bld:Qn:
89339-6,Cells.CD27+CD62L+/Cells.CD3+CD8+,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Both,,%,"CD27+CD62L+ cells/CD3+CD8+ (T8 suppressor cells) cells in Blood",%,2.64,false,Cells.CD27+CD62L+/Cells.CD3+CD8+:NFr:Pt:Bld:Qn:
89336-2,Cells.CD45RO/Cells.CD3+CD8+,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Both,,%,"CD45RO cells/CD3+CD8+ (T8 suppressor cells) cells in Blood",%,2.64,false,Cells.CD45RO/Cells.CD3+CD8+:NFr:Pt:Bld:Qn:
8123-2,Cells.CD3+CD4+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3+CD4+ (T4 helper) cells/cells in Blood",%,1.0h(2),false,Cells.CD3+CD4+/Cells:NFr:Pt:Bld:Qn:
40623-1,Cells.CD3+CD4+/Cells,NFr,Pt,Bronchial,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3+CD4+ (T4 helper) cells/cells in Bronchial specimen",%,2.15,false,Cells.CD3+CD4+/Cells:NFr:Pt:Bronchial:Qn:
51300-2,Cells.CD3+CD4+/Cells,NFr,Pt,Tiss,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3+CD4+ (T4 helper) cells/cells in Tissue",%,2.22,false,Cells.CD3+CD4+/Cells:NFr:Pt:Tiss:Qn:
8101-8,Cells.CD3+CD8+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3+CD8+ (T8 suppressor) cells/cells in Blood",%,1.0h(2),false,Cells.CD3+CD8+/Cells:NFr:Pt:Bld:Qn:
51312-7,Cells.CD4+CD7-CD49d-/Cells,NFr,Pt,Tiss,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD4+CD7-CD49D- cells/cells in Tissue",%,2.22,false,Cells.CD4+CD7-CD49d-/Cells:NFr:Pt:Tiss:Qn:
51306-9,Cells.CD4+CD7-/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD4+CD7- cells/cells in Blood",%,2.22,false,Cells.CD4+CD7-/Cells:NFr:Pt:Bld:Qn:
51302-8,Cells.CD4+CD7-/Cells,NFr,Pt,Tiss,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD4+CD7- cells/cells in Tissue",%,2.22,false,Cells.CD4+CD7-/Cells:NFr:Pt:Tiss:Qn:
42737-7,Cells.CD4+CD7+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD4+CD7+ cells/cells in Blood",%,2.16,false,Cells.CD4+CD7+/Cells:NFr:Pt:Bld:Qn:
17146-2,Cells.CD4+CD8+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD4+CD8+ cells/cells in Blood",%,1.0l,false,Cells.CD4+CD8+/Cells:NFr:Pt:Bld:Qn:
13338-9,Cells.CD8+CD57+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD8+CD57+ cells/cells in Blood",%,1.0j-a,false,Cells.CD8+CD57+/Cells:NFr:Pt:Bld:Qn:
51256-6,Cells.CD16+CD57+/Cells,NFr,Pt,Tiss,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD16+CD57+ cells/cells in Tissue",%,2.22,false,Cells.CD16+CD57+/Cells:NFr:Pt:Tiss:Qn:
8114-1,Cells.CD16-CD57+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD16-CD57+ cells/cells in Blood",%,1.0h(2),false,Cells.CD16-CD57+/Cells:NFr:Pt:Bld:Qn:
89352-9,Cells.CD27+IgD+IgM+/Cells.CD19,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Both,,%,"CD27+IgD+IgM+ cells/Cells.CD19 in Blood",%,2.64,false,Cells.CD27+IgD+IgM+/Cells.CD19:NFr:Pt:Bld:Qn:
89350-3,Cells.CD27+IgD-IgM-/Cells.CD19,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Both,,%,"CD27+IgD-IgM- cells/Cells.CD19 in Blood",%,2.64,false,Cells.CD27+IgD-IgM-/Cells.CD19:NFr:Pt:Bld:Qn:
89348-7,Cells.CD27+IgD-IgM+/Cells.CD19,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Both,,%,"CD27+IgD-IgM+ cells/Cells.CD19 in Blood",%,2.64,false,Cells.CD27+IgD-IgM+/Cells.CD19:NFr:Pt:Bld:Qn:
80710-7,Cells.CD27-IgD+/Cells.CD19+CD20+,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD27-IgD+ cells/Cells.CD19+CD20+ in Blood",%,2.56,false,Cells.CD27-IgD+/Cells.CD19+CD20+:NFr:Pt:Bld:Qn:
97599-5,Cells.CD3+CD4+/Cells.CD3+CD8+,NRto,Pt,"Respiratory system specimen.lower",Qn,"Flow cytometry",CELLMARK,2.77,ACTIVE,1,Observation,,%,"CD3+CD4+ (T4 helper) cells/CD3+CD8+ (T8 suppressor cells) cells [# Ratio] in Lower respiratory specimen by Flow cytometry (FC)",%,2.70,false,"Cells.CD3+CD4+/Cells.CD3+CD8+:NRto:Pt:Respiratory system specimen.lower:Qn:Flow cytometry"
17128-0,Cells.CD27/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD27 cells/cells in Blood",%,1.0l,false,Cells.CD27/Cells:NFr:Pt:Bld:Qn:
18266-7,Cells.CD3+CD4+/Cells.CD3+CD8+,NRto,Pt,"Body fld",Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,,"CD3+CD4+ (T4 helper) cells/CD3+CD8+ (T8 suppressor cells) cells [# Ratio] in Body fluid",,1.0l,false,"Cells.CD3+CD4+/Cells.CD3+CD8+:NRto:Pt:Body fld:Qn:"
32537-3,Cells.CD3+CD4+/Cells.CD3+CD8+,NRto,Pt,"Bone mar",Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3+CD4+ (T4 helper) cells/CD3+CD8+ (T8 suppressor cells) cells [# Ratio] in Bone marrow",%,2.08,false,"Cells.CD3+CD4+/Cells.CD3+CD8+:NRto:Pt:Bone mar:Qn:"
20607-8,Cells.CD3+CD4+/Cells.CD3+CD8+,NRto,Pt,XXX,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,,"CD3+CD4+ (T4 helper) cells/CD3+CD8+ (T8 suppressor cells) cells [# Ratio] in Specimen",,1.0m,false,Cells.CD3+CD4+/Cells.CD3+CD8+:NRto:Pt:XXX:Qn:
89334-7,Cells.CD27-CD45RO+CD62L-CCR7-/Cells.CD3+CD8+,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Both,,%,"CD27-CD45RO+CD62L-CCR7- cells/CD3+CD8+ (T8 suppressor cells) cells in Blood",%,2.64,false,Cells.CD27-CD45RO+CD62L-CCR7-/Cells.CD3+CD8+:NFr:Pt:Bld:Qn:
80706-5,Cells.CD27+IgD-/Cells.CD19+CD20+,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD27+IgD- cells/Cells.CD19+CD20+ in Blood",%,2.56,false,Cells.CD27+IgD-/Cells.CD19+CD20+:NFr:Pt:Bld:Qn:
80707-3,Cells.CD27+IgD+/Cells.CD19+CD20+,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD27+IgD+ cells/Cells.CD19+CD20+ in Blood",%,2.56,false,Cells.CD27+IgD+/Cells.CD19+CD20+:NFr:Pt:Bld:Qn:
89332-1,"Cells.CD28+HLA DR+/Cells.CD3+CD8+",NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Both,,%,"CD28+HLA DR+ cells/CD3+CD8+ (T8 suppressor cells) cells in Blood",%,2.64,false,"Cells.CD28+HLA DR+/Cells.CD3+CD8+:NFr:Pt:Bld:Qn:"
51755-7,Cells.CD3+CD4-CD8-CD45+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3+CD4-CD8-CD45+ cells/cells in Blood",%,2.24,false,Cells.CD3+CD4-CD8-CD45+/Cells:NFr:Pt:Bld:Qn:
8113-3,Cells.CD16+CD57-/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD16+CD57- cells/cells in Blood",%,1.0h(2),false,Cells.CD16+CD57-/Cells:NFr:Pt:Bld:Qn:
9680-0,Cells.CD16+CD57+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD16+CD57+ cells/cells in Blood",%,1.0i,false,Cells.CD16+CD57+/Cells:NFr:Pt:Bld:Qn:
17135-5,Cells.CD3+CD56+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3+CD56+ cells/cells in Blood",%,1.0l,false,Cells.CD3+CD56+/Cells:NFr:Pt:Bld:Qn:
51278-0,Cells.CD3+CD56+/Cells,NFr,Pt,Tiss,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3+CD56+ cells/cells in Tissue",%,2.22,false,Cells.CD3+CD56+/Cells:NFr:Pt:Tiss:Qn:
55090-5,Cells.CD3-CD56+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3-CD56+ cells/cells in Blood",%,2.27,false,Cells.CD3-CD56+/Cells:NFr:Pt:Bld:Qn:
40880-7,Cells.CD3-CD56+/Cells,NFr,Pt,Tiss,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3-CD56+ cells/cells in Tissue",%,2.15,false,Cells.CD3-CD56+/Cells:NFr:Pt:Tiss:Qn:
38238-2,Cells.CD4+CD28+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD4+CD28+ cells/cells in Blood",%,2.13,false,Cells.CD4+CD28+/Cells:NFr:Pt:Bld:Qn:
13336-3,Cells.CD4+CD45RA+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD4+CD45RA+ cells/cells in Blood",%,1.0j-a,false,Cells.CD4+CD45RA+/Cells:NFr:Pt:Bld:Qn:
43965-3,Cells.CD4+CD45RA+/Cells,NFr,Pt,Tiss,Qn,,CELLMARK,2.79,ACTIVE,1,Both,,%,"CD4+CD45RA+ cells/cells in Tissue",%,2.17,false,Cells.CD4+CD45RA+/Cells:NFr:Pt:Tiss:Qn:
41994-5,Cells.CD4+CD45RO+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD4+CD45RO+ cells/cells in Blood",%,2.16,false,Cells.CD4+CD45RO+/Cells:NFr:Pt:Bld:Qn:
77655-9,Cells.diploid/Cells,NFr,Pt,Cells.XXX,Qn,"Flow cytometry",MOLPATH,2.79,ACTIVE,1,Observation,,%,"Diploid cells/cells in Cells.XXX by Flow cytometry (FC)",%,2.52,false,"Cells.diploid/Cells:NFr:Pt:Cells.XXX:Qn:Flow cytometry"
56908-7,Cells.CD3+CD8+CD45+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,DISCOURAGED,1,Observation,,%,"CD3+CD8+CD45+ cells/cells in Blood",%,2.29,false,Cells.CD3+CD8+CD45+/Cells:NFr:Pt:Bld:Qn:
51010-7,Cells.CD3-CD16+CD56+CD244+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3-CD16+CD56+CD244+ cells/cells in Blood",%,2.22,false,Cells.CD3-CD16+CD56+CD244+/Cells:NFr:Pt:Bld:Qn:
17140-5,Cells.CD34+DR+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD34+DR+ cells/cells in Blood",%,1.0l,false,Cells.CD34+DR+/Cells:NFr:Pt:Bld:Qn:
15194-4,Cells.CD3-CD16+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3-CD16+ cells/cells in Blood",%,1.0k,false,Cells.CD3-CD16+/Cells:NFr:Pt:Bld:Qn:
40893-0,Cells.CD3-CD16+/Cells,NFr,Pt,Tiss,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3-CD16+ cells/cells in Tissue",%,2.15,false,Cells.CD3-CD16+/Cells:NFr:Pt:Tiss:Qn:
42882-1,Cells.CD3-CD57+/Cells,NFr,Pt,Tiss,Qn,,CELLMARK,2.79,ACTIVE,1,Both,,%,"CD3-CD57+ cells/cells in Tissue",%,2.16,false,Cells.CD3-CD57+/Cells:NFr:Pt:Tiss:Qn:
17191-8,Cells.CD3-CD7+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3-CD7+cells/cells in Blood",%,1.0l,false,Cells.CD3-CD7+/Cells:NFr:Pt:Bld:Qn:
63452-7,Cells.CD3-CD7+/Cells,NFr,Pt,Tiss,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3-CD7+cells/cells in Tissue",%,2.36,false,Cells.CD3-CD7+/Cells:NFr:Pt:Tiss:Qn:
58350-0,"Plasma cells.immature/Cells",NFr,Pt,Bld,Qn,,HEM/BC,2.79,ACTIVE,1,Observation,,%,"Plasma cells immature/cells in Blood",%,2.30,false,"Plasma cells.immature/Cells:NFr:Pt:Bld:Qn:"
89335-4,Cells.CD27+CD45RO+CD62L+CCR7+/Cells.CD3+CD8+,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Both,,%,"CD27+CD45RO+CD62L+CCR7+ cells/CD3+CD8+ (T8 suppressor cells) cells in Blood",%,2.64,false,Cells.CD27+CD45RO+CD62L+CCR7+/Cells.CD3+CD8+:NFr:Pt:Bld:Qn:
42189-1,Cells.CD3+CD16+CD56+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3+CD16+CD56+ cells/cells in Blood",%,2.16,false,Cells.CD3+CD16+CD56+/Cells:NFr:Pt:Bld:Qn:
32533-2,Cells.CD3+CD4+/Cells,NFr,Pt,"Bone mar",Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3+CD4+ (T4 helper) cells/cells in Bone marrow",%,2.08,false,"Cells.CD3+CD4+/Cells:NFr:Pt:Bone mar:Qn:"
32516-7,Cells.CD3+CD4+/Cells,NFr,Pt,XXX,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3+CD4+ (T4 helper) cells/cells in Specimen",%,2.08,false,Cells.CD3+CD4+/Cells:NFr:Pt:XXX:Qn:
17824-4,Cells.CD3+CD8+/Cells,NFr,Pt,"Body fld",Qn,,CELLMARK,2.79,ACTIVE,1,Both,,%,"CD3+CD8+ (T8 suppressor) cells/cells in Body fluid",%,1.0l,false,"Cells.CD3+CD8+/Cells:NFr:Pt:Body fld:Qn:"
32535-7,Cells.CD3+CD8+/Cells,NFr,Pt,"Bone mar",Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3+CD8+ (T8 suppressor) cells/cells in Bone marrow",%,2.08,false,"Cells.CD3+CD8+/Cells:NFr:Pt:Bone mar:Qn:"
43971-1,Cells.CD3+CD8+/Cells,NFr,Pt,CSF,Qn,,CELLMARK,2.79,ACTIVE,1,Both,,%,"CD3+CD8+ (T8 suppressor) cells/cells in Cerebral spinal fluid",%,2.17,false,Cells.CD3+CD8+/Cells:NFr:Pt:CSF:Qn:
32518-3,Cells.CD3+CD8+/Cells,NFr,Pt,XXX,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3+CD8+ (T8 suppressor) cells/cells in Specimen",%,2.08,false,Cells.CD3+CD8+/Cells:NFr:Pt:XXX:Qn:
8112-5,Cells.CD3-CD16+CD56+/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3-CD16+CD56+ (Natural killer) cells/cells in Blood",%,1.0h(2),false,Cells.CD3-CD16+CD56+/Cells:NFr:Pt:Bld:Qn:
32509-2,Cells.CD3-CD16+CD56+/Cells,NFr,Pt,Tiss,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3-CD16+CD56+ (Natural killer) cells/cells in Tissue",%,2.08,false,Cells.CD3-CD16+CD56+/Cells:NFr:Pt:Tiss:Qn:
58920-0,Cells.CD4+CD45RO+/Cells.CD3+CD4+,NRto,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD4+CD45RO+ cells/CD3+CD4+ (T4 helper) cells [# Ratio] in Blood",%,2.32,false,Cells.CD4+CD45RO+/Cells.CD3+CD4+:NRto:Pt:Bld:Qn:
51311-9,Cells.CD4+CD7-CD26-/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD4+CD7-CD26- cells/cells in Blood",%,2.22,false,Cells.CD4+CD7-CD26-/Cells:NFr:Pt:Bld:Qn:
51307-7,Cells.CD4+CD7-CD26-/Cells,NFr,Pt,Tiss,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD4+CD7-CD26- cells/cells in Tissue",%,2.22,false,Cells.CD4+CD7-CD26-/Cells:NFr:Pt:Tiss:Qn:
51316-8,Cells.CD4+CD7-CD49d-/Cells,NFr,Pt,Bld,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD4+CD7-CD49D- cells/cells in Blood",%,2.22,false,Cells.CD4+CD7-CD49d-/Cells:NFr:Pt:Bld:Qn:
100855-6,Cells.CD3/Cells,NFr,Pt,"Bld MC",Qn,,MICRO,2.79,TRIAL,1,Both,,%,"CD3 cells/cells in Blood mononuclear cells",%,2.73,false,"Cells.CD3/Cells:NFr:Pt:Bld MC:Qn:"
74839-2,Cells.CD3-CD4+/Cells,NFr,Pt,XXX,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD3-CD4+ cells/cells in Specimen",%,2.48,false,Cells.CD3-CD4+/Cells:NFr:Pt:XXX:Qn:
17153-8,Cells.CD4+CD45RA+/Cells.CD8,NRto,Pt,Bld,Qn,,CELLMARK,2.73,ACTIVE,1,Observation,,,"CD4+CD45RA+ cells/CD8 Cells [# Ratio] in Blood",,1.0l,false,Cells.CD4+CD45RA+/Cells.CD8:NRto:Pt:Bld:Qn:
51304-4,Cells.CD4+CD7-/Cells,NFr,Pt,"Bone mar",Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD4+CD7- cells/cells in Bone marrow",%,2.22,false,"Cells.CD4+CD7-/Cells:NFr:Pt:Bone mar:Qn:"
57406-1,Cells.CD8+CD57+/Cells,NFr,Pt,"Body fld",Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD8+CD57+ cells/cells in Body fluid",%,2.29,false,"Cells.CD8+CD57+/Cells:NFr:Pt:Body fld:Qn:"
74841-8,Cells.CD8+CD57+/Cells,NFr,Pt,XXX,Qn,,CELLMARK,2.79,ACTIVE,1,Observation,,%,"CD8+CD57+ cells/cells in Specimen",%,2.48,false,Cells.CD8+CD57+/Cells:NFr:Pt:XXX:Qn:
