LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
27350-8,Cystine,ACnc,Pt,Ser/Plas,Qn,,CHEM,2.69,DISCOURAGED,1,Observation,,,"Cystine [Units/volume] in Serum or Plasma",[arb'U]/mL,2.00,false,Cystine:ACnc:Pt:Ser/Plas:Qn:
2176-6,Cystine,PrThr,Pt,Ser/Plas,Ord,,CHEM,2.73,ACTIVE,1,Observation,,,"Cystine [Presence] in Serum or Plasma",,1.0,false,Cystine:PrThr:Pt:Ser/Plas:Ord:
82335-1,"Cytokines panel",-,Pt,Ser/Plas,-,,PANEL.CHEM,2.70,ACTIVE,1,Order,,,"Cytokines panel - Serum or Plasma",,2.58,true,"Cytokines panel:-:Pt:Ser/Plas:-:"
79655-7,Cytosine,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.56,ACTIVE,1,Observation,,umol/L,"Cytosine [Moles/volume] in Serum or Plasma",umol/L,2.54,false,Cytosine:SCnc:Pt:Ser/Plas:Qn:
75039-8,Biopterin,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.48,ACTIVE,1,Both,,nmol/L,"Biopterin [Moles/volume] in Serum or Plasma",nmol/L,2.48,false,Biopterin:SCnc:Pt:Ser/Plas:Qn:
1982-8,Biotinidase,CCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,"arb U/L","Biotinidase [Enzymatic activity/volume] in Serum or Plasma",U/L,1.0,false,Biotinidase:CCnc:Pt:Ser/Plas:Qn:
80370-0,Biotinidase,CCnt,Pt,Ser/Plas,Qn,,CHEM,2.54,ACTIVE,1,Both,,"nmol/H/mg protein","Biotinidase [Enzymatic activity/mass] in Serum or Plasma",nmol/h/mg{protein},2.54,false,Biotinidase:CCnt:Pt:Ser/Plas:Qn:
12606-0,Dolichol,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.42,ACTIVE,1,Observation,,ng/mL,"Dolichol [Mass/volume] in Serum or Plasma",ng/mL,1.0j-a,false,Dolichol:MCnc:Pt:Ser/Plas:Qn:
2216-0,DOPamine,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,pg/mL,"DOPamine [Mass/volume] in Serum or Plasma",pg/mL,1.0,false,DOPamine:MCnc:Pt:Ser/Plas:Qn:
14703-3,DOPamine,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,nmol/L,"DOPamine [Moles/volume] in Serum or Plasma",nmol/L,1.0k,false,DOPamine:SCnc:Pt:Ser/Plas:Qn:
75738-5,Campesterol,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/L,"Campesterol [Mass/volume] in Serum or Plasma",mg/L,2.50,false,Campesterol:MCnc:Pt:Ser/Plas:Qn:
58464-9,Campesterol,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,umol/L,"Campesterol [Moles/volume] in Serum or Plasma",umol/L,2.32,false,Campesterol:SCnc:Pt:Ser/Plas:Qn:
9789-9,"Carbamate pesticides",Type,Pt,Ser/Plas,Nom,,DRUG/TOX,2.15,ACTIVE,1,Both,,,"Carbamate pesticides [Type] in Serum or Plasma",,1.0i,false,"Carbamate pesticides:Type:Pt:Ser/Plas:Nom:"
2046-1,Carnitine,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,DISCOURAGED,1,Both,,,"Carnitine [Mass/volume] in Serum or Plasma",,1.0,false,Carnitine:MCnc:Pt:Ser/Plas:Qn:
2045-3,Carnitine,PrThr,Pt,Ser/Plas,Ord,,CHEM,2.73,ACTIVE,1,Both,,,"Carnitine [Presence] in Serum or Plasma",,1.0,false,Carnitine:PrThr:Pt:Ser/Plas:Ord:
14288-5,Carnitine,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,"umol/L;mcmol/dL; mcmol/L; umole/L","Carnitine [Moles/volume] in Serum or Plasma",umol/L,1.0k,false,Carnitine:SCnc:Pt:Ser/Plas:Qn:
34175-0,Analgesics,Prid,Pt,Ser/Plas,Nom,,DRUG/TOX,2.73,ACTIVE,1,Both,,,"Analgesics [Identifier] in Serum or Plasma",,2.10,false,Analgesics:Prid:Pt:Ser/Plas:Nom:
9640-4,Androstanediol,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,ng/dL,"Androstanediol [Mass/volume] in Serum or Plasma",ng/dL,1.0i,false,Androstanediol:MCnc:Pt:Ser/Plas:Qn:
15026-8,Androstanediol,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.40,ACTIVE,1,Both,,nmol/L,"Androstanediol [Moles/volume] in Serum or Plasma",nmol/L,1.0k,false,Androstanediol:SCnc:Pt:Ser/Plas:Qn:
43826-7,Androstanolone,PrThr,Pt,Ser/Plas,Ord,,CHEM,2.56,ACTIVE,1,Both,,,"Androstanolone [Presence] in Serum or Plasma",,2.17,false,Androstanolone:PrThr:Pt:Ser/Plas:Ord:
43817-6,Androstenedione,PrThr,Pt,Ser/Plas,Ord,,CHEM,2.56,ACTIVE,1,Both,,,"Androstenedione [Presence] in Serum or Plasma",,2.17,false,Androstenedione:PrThr:Pt:Ser/Plas:Ord:
1856-4,Androsterone,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/L,"Androsterone [Mass/volume] in Serum or Plasma",mg/L,1.0,false,Androsterone:MCnc:Pt:Ser/Plas:Qn:
15029-2,Androsterone,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.40,ACTIVE,1,Both,,nmol/L,"Androsterone [Moles/volume] in Serum or Plasma",nmol/L,1.0k,false,Androsterone:SCnc:Pt:Ser/Plas:Qn:
1865-5,Anserine,PrThr,Pt,Ser/Plas,Ord,,CHEM,2.73,ACTIVE,1,Observation,,,"Anserine [Presence] in Serum or Plasma",,1.0,false,Anserine:PrThr:Pt:Ser/Plas:Ord:
55219-0,Antioxidants,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.34,ACTIVE,1,Both,,,"Antioxidants [Moles/volume] in Serum or Plasma",,2.27,false,Antioxidants:SCnc:Pt:Ser/Plas:Qn:
12344-8,Antipsychotics,Prid,Pt,Ser/Plas,Nom,,DRUG/TOX,2.15,ACTIVE,1,Both,,,"Antipsychotics [Identifier] in Serum or Plasma",,1.0j-a,false,Antipsychotics:Prid:Pt:Ser/Plas:Nom:
74368-2,Apelin,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.46,ACTIVE,1,Both,,pg/mL,"Apelin [Mass/volume] in Serum or Plasma",pg/mL,2.46,false,Apelin:MCnc:Pt:Ser/Plas:Qn:
27974-5,Arginine,ACnc,Pt,Ser/Plas,Qn,,CHEM,2.69,DISCOURAGED,1,Observation,,,"Arginine [Units/volume] in Serum or Plasma",[arb'U]/mL,2.00,false,Arginine:ACnc:Pt:Ser/Plas:Qn:
1893-7,Arginine,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,DISCOURAGED,1,Observation,,,"Arginine [Mass/volume] in Serum or Plasma",,1.0,false,Arginine:MCnc:Pt:Ser/Plas:Qn:
1892-9,Arginine,PrThr,Pt,Ser/Plas,Ord,,CHEM,2.73,ACTIVE,1,Observation,,,"Arginine [Presence] in Serum or Plasma",,1.0,false,Arginine:PrThr:Pt:Ser/Plas:Ord:
20637-5,Arginine,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,"mcmol/dL; mcmol/L; umol/L","Arginine [Moles/volume] in Serum or Plasma",umol/L,1.0m,false,Arginine:SCnc:Pt:Ser/Plas:Qn:
75739-3,Desmosterol,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/L,"Desmosterol [Mass/volume] in Serum or Plasma",mg/L,2.50,false,Desmosterol:MCnc:Pt:Ser/Plas:Qn:
74905-1,Desmosterol,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.48,ACTIVE,1,Both,,pmol/L,"Desmosterol [Moles/volume] in Serum or Plasma",pmol/L,2.48,false,Desmosterol:SCnc:Pt:Ser/Plas:Qn:
79576-5,Allocystathionine,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.56,ACTIVE,1,Observation,,umol/L,"Allocystathionine [Moles/volume] in Serum or Plasma",umol/L,2.54,false,Allocystathionine:SCnc:Pt:Ser/Plas:Qn:
2233-5,Epitestosterone,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,ng/dL,"Epitestosterone [Mass/volume] in Serum or Plasma",ng/dL,1.0,false,Epitestosterone:MCnc:Pt:Ser/Plas:Qn:
15411-2,Ergosterol,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.34,ACTIVE,1,Both,,,"Ergosterol [Mass/volume] in Serum or Plasma",,1.0k,false,Ergosterol:MCnc:Pt:Ser/Plas:Qn:
54386-8,Dehydroascorbate,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,umol/L,"Dehydroascorbate [Moles/volume] in Serum or Plasma",umol/L,2.27,false,Dehydroascorbate:SCnc:Pt:Ser/Plas:Qn:
75122-2,Deoxyadenosine,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.48,ACTIVE,1,Both,,nmol/L,"Deoxyadenosine [Moles/volume] in Serum or Plasma",nmol/L,2.48,false,Deoxyadenosine:SCnc:Pt:Ser/Plas:Qn:
75134-7,Deoxyguanosine,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,nmol/L,"Deoxyguanosine [Moles/volume] in Serum or Plasma",nmol/L,2.48,false,Deoxyguanosine:SCnc:Pt:Ser/Plas:Qn:
75127-1,Deoxyinosine,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,nmol/L,"Deoxyinosine [Moles/volume] in Serum or Plasma",nmol/L,2.48,false,Deoxyinosine:SCnc:Pt:Ser/Plas:Qn:
47957-6,Deoxyuridine,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,umol/L,"Deoxyuridine [Moles/volume] in Serum or Plasma",umol/L,2.21,false,Deoxyuridine:SCnc:Pt:Ser/Plas:Qn:
16918-5,Glutathione,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.34,ACTIVE,1,Both,,mg/dL,"Glutathione [Mass/volume] in Serum or Plasma",mg/dL,1.0l,false,Glutathione:MCnc:Pt:Ser/Plas:Qn:
57005-1,Glutathione,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.40,ACTIVE,1,Both,,umol/L,"Glutathione [Moles/volume] in Serum or Plasma",umol/L,2.29,false,Glutathione:SCnc:Pt:Ser/Plas:Qn:
2387-9,Glycerol,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.42,ACTIVE,1,Observation,,mg/dL,"Glycerol [Mass/volume] in Serum or Plasma",mg/dL,1.0,false,Glycerol:MCnc:Pt:Ser/Plas:Qn:
45300-1,Glycerol,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,umol/L,"Glycerol [Moles/volume] in Serum or Plasma",umol/L,2.17,false,Glycerol:SCnc:Pt:Ser/Plas:Qn:
2391-1,Glycine,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Glycine [Mass/volume] in Serum or Plasma",mg/dL,1.0,false,Glycine:MCnc:Pt:Ser/Plas:Qn:
2390-3,Glycine,PrThr,Pt,Ser/Plas,Ord,,CHEM,2.56,ACTIVE,1,Observation,,,"Glycine [Presence] in Serum or Plasma",,1.0,false,Glycine:PrThr:Pt:Ser/Plas:Ord:
20644-1,Glycine,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,"mcmol/dL; mcmol/L; umol/L","Glycine [Moles/volume] in Serum or Plasma",umol/L,1.0m,false,Glycine:SCnc:Pt:Ser/Plas:Qn:
93335-8,Glycochenodeoxycholate,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.67,ACTIVE,1,Both,,nmol/mL,"Glycochenodeoxycholate [Moles/volume] in Serum or Plasma",nmol/mL,2.67,false,Glycochenodeoxycholate:SCnc:Pt:Ser/Plas:Qn:
93334-1,Glycocholate,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.67,ACTIVE,1,Both,,nmol/mL,"Glycocholate [Moles/volume] in Serum or Plasma",nmol/mL,2.67,false,Glycocholate:SCnc:Pt:Ser/Plas:Qn:
93333-3,Glycodeoxycholate,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.67,ACTIVE,1,Both,,nmol/mL,"Glycodeoxycholate [Moles/volume] in Serum or Plasma",nmol/mL,2.67,false,Glycodeoxycholate:SCnc:Pt:Ser/Plas:Qn:
93332-5,Glycohyodeoxycholate,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.67,ACTIVE,1,Both,,nmol/mL,"Glycohyodeoxycholate [Moles/volume] in Serum or Plasma",nmol/mL,2.67,false,Glycohyodeoxycholate:SCnc:Pt:Ser/Plas:Qn:
93331-7,Glycolithocholate,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.67,ACTIVE,1,Both,,nmol/mL,"Glycolithocholate [Moles/volume] in Serum or Plasma",nmol/mL,2.67,false,Glycolithocholate:SCnc:Pt:Ser/Plas:Qn:
16920-1,Glycoproteins,PrThr,Pt,Ser/Plas,Ord,,CHEM,2.56,ACTIVE,1,Both,,,"Glycoproteins [Presence] in Serum or Plasma",,1.0l,false,Glycoproteins:PrThr:Pt:Ser/Plas:Ord:
93330-9,Glycoursodeoxycholate,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.67,ACTIVE,1,Both,,nmol/mL,"Glycoursodeoxycholate [Moles/volume] in Serum or Plasma",nmol/mL,2.67,false,Glycoursodeoxycholate:SCnc:Pt:Ser/Plas:Qn:
14723-1,Ferritin,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,pmol/L,"Ferritin [Moles/volume] in Serum or Plasma",pmol/L,1.0k,false,Ferritin:SCnc:Pt:Ser/Plas:Qn:
49773-5,Galactitol,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,umol/L,"Galactitol [Moles/volume] in Serum or Plasma",umol/L,2.22,false,Galactitol:SCnc:Pt:Ser/Plas:Qn:
2308-5,Galactose,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Galactose [Mass/volume] in Serum or Plasma",mg/dL,1.0,false,Galactose:MCnc:Pt:Ser/Plas:Qn:
25426-8,Galactose,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.34,ACTIVE,1,Both,,umol/L,"Galactose [Moles/volume] in Serum or Plasma",umol/L,2.00,false,Galactose:SCnc:Pt:Ser/Plas:Qn:
2050-3,Carnosine,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.44,DISCOURAGED,1,Observation,,,"Carnosine [Mass/volume] in Serum or Plasma",,1.0,false,Carnosine:MCnc:Pt:Ser/Plas:Qn:
2049-5,Carnosine,PrThr,Pt,Ser/Plas,Ord,,CHEM,2.73,ACTIVE,1,Observation,,,"Carnosine [Presence] in Serum or Plasma",,1.0,false,Carnosine:PrThr:Pt:Ser/Plas:Ord:
26606-4,Carnosine,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,"umol/L;mcmol/dL; mcmol/L","Carnosine [Moles/volume] in Serum or Plasma",umol/L,2.00,false,Carnosine:SCnc:Pt:Ser/Plas:Qn:
27995-0,Asparagine,ACnc,Pt,Ser/Plas,Qn,,CHEM,2.69,DISCOURAGED,1,Observation,,,"Asparagine [Units/volume] in Serum or Plasma",[arb'U]/mL,2.00,false,Asparagine:ACnc:Pt:Ser/Plas:Qn:
1908-3,Asparagine,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,DISCOURAGED,1,Observation,,,"Asparagine [Mass/volume] in Serum or Plasma",,1.0,false,Asparagine:MCnc:Pt:Ser/Plas:Qn:
1907-5,Asparagine,PrThr,Pt,Ser/Plas,Ord,,CHEM,2.56,ACTIVE,1,Observation,,,"Asparagine [Presence] in Serum or Plasma",,1.0,false,Asparagine:PrThr:Pt:Ser/Plas:Ord:
20638-3,Asparagine,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,"mcmol/dL; mcmol/L; umol/L","Asparagine [Moles/volume] in Serum or Plasma",umol/L,1.0m,false,Asparagine:SCnc:Pt:Ser/Plas:Qn:
1912-5,Aspartate,PrThr,Pt,Ser/Plas,Ord,,CHEM,2.73,ACTIVE,1,Observation,,,"Aspartate [Presence] in Serum or Plasma",,1.0,false,Aspartate:PrThr:Pt:Ser/Plas:Ord:
79585-6,Aspartylglycine,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.56,ACTIVE,1,Observation,,umol/L,"Aspartylglycine [Moles/volume] in Serum or Plasma",umol/L,2.54,false,Aspartylglycine:SCnc:Pt:Ser/Plas:Qn:
2856-3,Prostaglandin,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.56,ACTIVE,1,Both,,pg/mL,"Prostaglandin [Mass/volume] in Serum or Plasma",pg/mL,1.0,false,Prostaglandin:MCnc:Pt:Ser/Plas:Qn:
2845-6,Proline,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Proline [Mass/volume] in Serum or Plasma",mg/dL,1.0,false,Proline:MCnc:Pt:Ser/Plas:Qn:
2844-9,Proline,PrThr,Pt,Ser/Plas,Ord,,CHEM,2.73,ACTIVE,1,Observation,,,"Proline [Presence] in Serum or Plasma",,1.0,false,Proline:PrThr:Pt:Ser/Plas:Ord:
20655-7,Proline,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,"mcmol/dL; mcmol/L; umol/L","Proline [Moles/volume] in Serum or Plasma",umol/L,1.0m,false,Proline:SCnc:Pt:Ser/Plas:Qn:
