LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
50675-8,"Calcium-phosphorus product",MCncSq,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg2/dL2,"Calcium-phosphorus product [(Mass/volume)*2] in Serum or Plasma",mg2/dL2,2.22,false,"Calcium-phosphorus product:MCncSq:Pt:Ser/Plas:Qn:"
13454-4,"Calcium-phosphorus product",SCncSq,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mmol2/L2,"Calcium-phosphorus product [(Moles/volume)*2] in Serum or Plasma",mmol2/L2,1.0j-a,false,"Calcium-phosphorus product:SCncSq:Pt:Ser/Plas:Qn:"
16519-1,"Calcium^10M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --10 minutes post XXX challenge",mmol/L,1.0l,false,"Calcium^10M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40078-8,"Calcium^12H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --12 hours post XXX challenge",mg/dL,2.15,false,"Calcium^12H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40239-6,"Calcium^12H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --12 hours post XXX challenge",mmol/L,2.15,false,"Calcium^12H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40079-6,"Calcium^13H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --13 hours post XXX challenge",mg/dL,2.15,false,"Calcium^13H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40240-4,"Calcium^13H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --13 hours post XXX challenge",mmol/L,2.15,false,"Calcium^13H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40080-4,"Calcium^14H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --14 hours post XXX challenge",mg/dL,2.15,false,"Calcium^14H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40241-2,"Calcium^14H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --14 hours post XXX challenge",mmol/L,2.15,false,"Calcium^14H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40066-3,"Calcium^15M pre XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --15 minutes pre XXX challenge",mg/dL,2.15,false,"Calcium^15M pre XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40225-5,"Calcium^15M pre XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --15 minutes pre XXX challenge",mmol/L,2.15,false,"Calcium^15M pre XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40081-2,"Calcium^16H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --16 hours post XXX challenge",mg/dL,2.15,false,"Calcium^16H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40242-0,"Calcium^16H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --16 hours post XXX challenge",mmol/L,2.15,false,"Calcium^16H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40083-8,"Calcium^1D post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --1 day post XXX challenge",mg/dL,2.15,false,"Calcium^1D post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40244-6,"Calcium^1D post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --1 day post XXX challenge",mmol/L,2.15,false,"Calcium^1D post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40070-5,"Calcium^2.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --2.5 hours post XXX challenge",mg/dL,2.15,false,"Calcium^2.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40232-1,"Calcium^2.5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --2.5 hours post XXX challenge",mmol/L,2.15,false,"Calcium^2.5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40082-0,"Calcium^20H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --20 hours post XXX challenge",mg/dL,2.15,false,"Calcium^20H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40243-8,"Calcium^20H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --20 hours post XXX challenge",mmol/L,2.15,false,"Calcium^20H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40085-3,"Calcium^2D post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --2 days post XXX challenge",mg/dL,2.15,false,"Calcium^2D post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40246-1,"Calcium^2D post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --2 days post XXX challenge",mmol/L,2.15,false,"Calcium^2D post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
16271-9,"Calcium^30M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --30 minutes post XXX challenge",mg/dL,1.0l,false,"Calcium^30M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40227-1,"Calcium^30M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --30 minutes post XXX challenge",mmol/L,2.15,false,"Calcium^30M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40084-6,"Calcium^36H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --36 hours post XXX challenge",mg/dL,2.15,false,"Calcium^36H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40245-3,"Calcium^36H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --36 hours post XXX challenge",mmol/L,2.15,false,"Calcium^36H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40086-1,"Calcium^3D post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --3 days post XXX challenge",mg/dL,2.15,false,"Calcium^3D post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40247-9,"Calcium^3D post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --3 days post XXX challenge",mmol/L,2.15,false,"Calcium^3D post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40071-3,"Calcium^3H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --3 hours post XXX challenge",mg/dL,2.15,false,"Calcium^3H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40233-9,"Calcium^3H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --3 hours post XXX challenge",mmol/L,2.15,false,"Calcium^3H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
27919-0,"Calcium^3rd specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --3rd specimen post XXX challenge",mg/dL,2.00,false,"Calcium^3rd specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40068-9,"Calcium^45M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --45 minutes post XXX challenge",mg/dL,2.15,false,"Calcium^45M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40228-9,"Calcium^45M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --45 minutes post XXX challenge",mmol/L,2.15,false,"Calcium^45M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40065-5,"Calcium^45M pre XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --45 minutes pre XXX challenge",mg/dL,2.15,false,"Calcium^45M pre XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40224-8,"Calcium^45M pre XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --45 minutes pre XXX challenge",mmol/L,2.15,false,"Calcium^45M pre XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40072-1,"Calcium^4H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --4 hours post XXX challenge",mg/dL,2.15,false,"Calcium^4H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40234-7,"Calcium^4H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --4 hours post XXX challenge",mmol/L,2.15,false,"Calcium^4H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
27935-6,"Calcium^4th specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --4th specimen post XXX challenge",mg/dL,2.00,false,"Calcium^4th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40073-9,"Calcium^5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --5 hours post XXX challenge",mg/dL,2.15,false,"Calcium^5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40235-4,"Calcium^5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --5 hours post XXX challenge",mmol/L,2.15,false,"Calcium^5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
16523-3,"Calcium^5M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --5 minutes post XXX challenge",mmol/L,1.0l,false,"Calcium^5M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
27933-1,"Calcium^5th specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --5th specimen post XXX challenge",mg/dL,2.00,false,"Calcium^5th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40075-4,"Calcium^6.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --6.5 hours post XXX challenge",mg/dL,2.15,false,"Calcium^6.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40236-2,"Calcium^6.5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --6.5 hours post XXX challenge",mmol/L,2.15,false,"Calcium^6.5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40074-7,"Calcium^6H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --6 hours post XXX challenge",mg/dL,2.15,false,"Calcium^6H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
16524-1,"Calcium^6H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --6 hours post XXX challenge",mmol/L,1.0l,false,"Calcium^6H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
27910-9,"Calcium^6th specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --6th specimen post XXX challenge",mg/dL,2.00,false,"Calcium^6th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40076-2,"Calcium^7.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --7.5 hours post XXX challenge",mg/dL,2.15,false,"Calcium^7.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40237-0,"Calcium^7.5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --7.5 hours post XXX challenge",mmol/L,2.15,false,"Calcium^7.5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40077-0,"Calcium^8H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --8 hours post XXX challenge",mg/dL,2.15,false,"Calcium^8H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40238-8,"Calcium^8H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --8 hours post XXX challenge",mmol/L,2.15,false,"Calcium^8H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
50179-1,"Calcitonin Calcium & Pentagastrin challenge panel",-,Pt,Ser/Plas,Qn,,PANEL.CHAL,2.42,ACTIVE,1,Order,,,"Calcitonin Calcium and Pentagastrin challenge panel - Serum or Plasma",,2.22,true,"Calcitonin Calcium & Pentagastrin challenge panel:-:Pt:Ser/Plas:Qn:"
1993-5,"Calcium renal clearance",VRat,24H,Urine+Ser/Plas,Qn,,CHEM,2.66,ACTIVE,1,Both,,mL/min,"Calcium renal clearance in 24 hour Urine and Serum or Plasma",mL/min,1.0,false,"Calcium renal clearance:VRat:24H:Urine+Ser/Plas:Qn:"
50676-6,"Calcium-phosphorus product panel",-,Pt,Ser/Plas,Qn,,PANEL.CHEM,2.54,ACTIVE,1,Order,,,"Calcium-phosphorus product panel - Serum or Plasma",,2.22,true,"Calcium-phosphorus product panel:-:Pt:Ser/Plas:Qn:"
13959-2,Calcium.ionized,SCnc,Pt,Ser/Plas,Qn,Calculated,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Calcium.ionized [Moles/volume] in Serum or Plasma by calculation",mmol/L,1.0k,false,Calcium.ionized:SCnc:Pt:Ser/Plas:Qn:Calculated
16270-1,"Calcium^1H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --1 hour post XXX challenge",mg/dL,1.0l,false,"Calcium^1H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40229-7,"Calcium^1H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --1 hour post XXX challenge",mmol/L,2.15,false,"Calcium^1H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
27909-1,"Calcium^1st specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --1st specimen post XXX challenge",mg/dL,2.00,false,"Calcium^1st specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
16272-7,"Calcium^2H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --2 hours post XXX challenge",mg/dL,1.0l,false,"Calcium^2H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40231-3,"Calcium^2H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --2 hours post XXX challenge",mmol/L,2.15,false,"Calcium^2H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
27916-6,"Calcium^2nd specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --2nd specimen post XXX challenge",mg/dL,2.00,false,"Calcium^2nd specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
27913-3,"Calcium^7th specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --7th specimen post XXX challenge",mg/dL,2.00,false,"Calcium^7th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
