LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
99872-4,"Transitional cells.superficial",PrThr,Pt,"Urine sed",Ord,"Computer assisted",UA,2.72,ACTIVE,1,Observation,,,"Superficial transitional cells [Presence] in Urine sediment by Computer assisted method",,2.72,false,"Transitional cells.superficial:PrThr:Pt:Urine sed:Ord:Computer assisted"
11278-9,"Bladder cells",Naric,Pt,"Urine sed",Qn,Microscopy.light.HPF,UA,2.40,ACTIVE,1,Observation,,/HPF,"Bladder cells [#/area] in Urine sediment by Microscopy high power field",/[HPF],1.0j-a,false,"Bladder cells:Naric:Pt:Urine sed:Qn:Microscopy.light.HPF"
99877-3,"Transitional cells.deep",NCnc,Pt,"Urine sed",Qn,"Computer assisted",UA,2.72,ACTIVE,1,Observation,,p/ul,"Deep transitional cells [#/volume] in Urine sediment by Computer assisted method",/uL,2.72,false,"Transitional cells.deep:NCnc:Pt:Urine sed:Qn:Computer assisted"
99874-0,"Transitional cells.superficial",NCnc,Pt,"Urine sed",Qn,"Computer assisted",UA,2.72,ACTIVE,1,Observation,,p/ul,"Superficial transitional cells [#/volume] in Urine sediment by Computer assisted method",/uL,2.72,false,"Transitional cells.superficial:NCnc:Pt:Urine sed:Qn:Computer assisted"
87830-6,"Epithelial cells",PrThr,Pt,Urine,Ord,,UA,2.63,ACTIVE,1,Both,,,"Epithelial cells [Presence] in Urine",,2.63,false,"Epithelial cells:PrThr:Pt:Urine:Ord:"
26051-3,"Epithelial cells.extrarenal",Naric,Pt,"Urine sed",Qn,Microscopy.light.HPF,UA,2.73,ACTIVE,1,Observation,,/HPF,"Epithelial cells.extrarenal [#/area] in Urine sediment by Microscopy high power field",/[HPF],2.00,false,"Epithelial cells.extrarenal:Naric:Pt:Urine sed:Qn:Microscopy.light.HPF"
105117-6,"Epithelial cells.squamous",Naric,Pt,"Urine sed",Qn,,UA,2.78,ACTIVE,1,Both,,/[HPF],"Epithelial cells.squamous [#/area] in Urine sediment",/[HPF],2.78,false,"Epithelial cells.squamous:Naric:Pt:Urine sed:Qn:"
105120-0,"Epithelial cells.squamous",PrThr,Pt,"Urine sed",Ord,,UA,2.78,ACTIVE,1,Both,,,"Epithelial cells.squamous [Presence] in Urine sediment",,2.78,false,"Epithelial cells.squamous:PrThr:Pt:Urine sed:Ord:"
44899-3,"Malignant cells/Cells",NFr,Pt,Urine,Qn,"Manual count",HEM/BC,2.79,ACTIVE,1,Both,,%,"Malignant cells/cells in Urine by Manual count",%,2.17,false,"Malignant cells/Cells:NFr:Pt:Urine:Qn:Manual count"
99870-8,"Erythrocytes.ghost cells",Naric,Pt,"Urine sed",Qn,"Computer assisted",UA,2.72,ACTIVE,1,Observation,,p/HPF,"Erythrocytes.ghost cells [#/area] in Urine sediment by Computer assisted method",/[HPF],2.72,false,"Erythrocytes.ghost cells:Naric:Pt:Urine sed:Qn:Computer assisted"
99869-0,"Erythrocytes.ghost cells",PrThr,Pt,"Urine sed",Ord,"Computer assisted",UA,2.72,ACTIVE,1,Observation,,,"Erythrocytes.ghost cells [Presence] in Urine sediment by Computer assisted method",,2.72,false,"Erythrocytes.ghost cells:PrThr:Pt:Urine sed:Ord:Computer assisted"
53973-4,"Erythrocytes.ghost cells",PrThr,Pt,"Urine sed",Ord,Microscopy.light,UA,2.56,ACTIVE,1,Observation,,,"Erythrocytes.ghost cells [Presence] in Urine sediment by Light microscopy",,2.26,false,"Erythrocytes.ghost cells:PrThr:Pt:Urine sed:Ord:Microscopy.light"
30383-4,"Epithelial cells",NCnc,Pt,Urine,Qn,,UA,2.73,ACTIVE,1,Observation,,/uL,"Epithelial cells [#/volume] in Urine",/uL,2.04,false,"Epithelial cells:NCnc:Pt:Urine:Qn:"
99871-6,"Erythrocytes.ghost cells",NCnc,Pt,"Urine sed",Qn,"Computer assisted",UA,2.72,ACTIVE,1,Observation,,p/ul,"Erythrocytes.ghost cells [#/volume] in Urine sediment by Computer assisted method",/uL,2.72,false,"Erythrocytes.ghost cells:NCnc:Pt:Urine sed:Qn:Computer assisted"
105089-7,"Epithelial cells.non-squamous",PrThr,Pt,Urine,Ord,,UA,2.78,ACTIVE,1,Observation,,,"Epithelial cells.non-squamous [Presence] in Urine",,2.78,false,"Epithelial cells.non-squamous:PrThr:Pt:Urine:Ord:"
49754-5,"Epithelial cells.squamous",ACnc,Pt,"Urine sed",Ord,Microscopy.light,UA,2.38,DEPRECATED,1,Observation,,,"Deprecated Epithelial cells.squamous [Presence] in Urine sediment by Light microscopy",,2.22,false,"Epithelial cells.squamous:ACnc:Pt:Urine sed:Ord:Microscopy.light"
33219-7,"Epithelial cells.squamous",Naric,Pt,"Urine sed",Qn,"Automated count",UA,2.73,ACTIVE,1,Observation,,/HPF,"Epithelial cells.squamous [#/area] in Urine sediment by Automated count",/[HPF],2.09,false,"Epithelial cells.squamous:Naric:Pt:Urine sed:Qn:Automated count"
11277-1,"Epithelial cells.squamous",Naric,Pt,"Urine sed",Qn,Microscopy.light.HPF,UA,2.73,ACTIVE,1,Observation,,/HPF,"Epithelial cells.squamous [#/area] in Urine sediment by Microscopy high power field",/[HPF],1.0j-a,false,"Epithelial cells.squamous:Naric:Pt:Urine sed:Qn:Microscopy.light.HPF"
45390-2,"Epithelial cells.squamous",Naric,Pt,"Urine sed",Qn,Microscopy.light.LPF,UA,2.73,ACTIVE,1,Observation,,/LPF,"Epithelial cells.squamous [#/area] in Urine sediment by Microscopy low power field",/[LPF],2.17,false,"Epithelial cells.squamous:Naric:Pt:Urine sed:Qn:Microscopy.light.LPF"
13654-9,"Epithelial cells.squamous",NCnc,Pt,"Urine sed",Qn,,UA,2.73,ACTIVE,1,Observation,,/mL,"Epithelial cells.squamous [#/volume] in Urine sediment",/mL,1.0k,false,"Epithelial cells.squamous:NCnc:Pt:Urine sed:Qn:"
12258-0,"Epithelial cells.squamous",PrThr,Pt,"Urine sed",Ord,Microscopy.light,UA,2.73,ACTIVE,1,Observation,,,"Epithelial cells.squamous [Presence] in Urine sediment by Light microscopy",,1.0j-a,false,"Epithelial cells.squamous:PrThr:Pt:Urine sed:Ord:Microscopy.light"
33220-5,"Transitional cells",Naric,Pt,Urine,Qn,"Computer assisted",UA,2.73,ACTIVE,1,Observation,,/HPF,"Transitional cells [#/area] in Urine by Computer assisted method",/[HPF],2.09,false,"Transitional cells:Naric:Pt:Urine:Qn:Computer assisted"
53272-1,"Transitional cells",PrThr,Pt,Urine,Ord,"Computer assisted",UA,2.73,ACTIVE,1,Observation,,,"Transitional cells [Presence] in Urine by Computer assisted method",,2.24,false,"Transitional cells:PrThr:Pt:Urine:Ord:Computer assisted"
50225-2,"Epithelial cells.non-squamous",PrThr,Pt,Urine,Ord,Automated,UA,2.73,ACTIVE,1,Observation,,,"Epithelial cells.non-squamous [Presence] in Urine by Automated",,2.22,false,"Epithelial cells.non-squamous:PrThr:Pt:Urine:Ord:Automated"
33221-3,"Epithelial cells.renal",Naric,Pt,Urine,Qn,"Computer assisted",UA,2.73,ACTIVE,1,Observation,,/HPF,"Epithelial cells.renal [#/area] in Urine by Computer assisted method",/[HPF],2.09,false,"Epithelial cells.renal:Naric:Pt:Urine:Qn:Computer assisted"
53271-3,"Epithelial cells.renal",PrThr,Pt,Urine,Ord,"Computer assisted",UA,2.73,ACTIVE,1,Observation,,,"Epithelial cells.renal [Presence] in Urine by Computer assisted method",,2.24,false,"Epithelial cells.renal:PrThr:Pt:Urine:Ord:Computer assisted"
87926-2,"Epithelial cells",NCnc,Pt,Urine,Qn,Automated,UA,2.68,ACTIVE,1,Both,,/uL,"Epithelial cells [#/volume] in Urine by Automated",/uL,2.63,false,"Epithelial cells:NCnc:Pt:Urine:Qn:Automated"
24123-2,"Epithelial cells",NCnc,Pt,Urine,Qn,"Manual count",UA,2.73,ACTIVE,1,Observation,,/uL,"Epithelial cells [#/volume] in Urine by Manual count",/uL,1.0o,false,"Epithelial cells:NCnc:Pt:Urine:Qn:Manual count"
53275-4,"Transitional cells",NCnc,Pt,Urine,Qn,"Computer assisted",UA,2.73,ACTIVE,1,Observation,,/uL,"Transitional cells [#/volume] in Urine by Computer assisted method",/uL,2.24,false,"Transitional cells:NCnc:Pt:Urine:Qn:Computer assisted"
51485-1,"Epithelial cells.non-squamous",NCnc,Pt,Urine,Qn,"Automated count",UA,2.73,ACTIVE,1,Observation,,/uL,"Epithelial cells.non-squamous [#/volume] in Urine by Automated count",/uL,2.22,false,"Epithelial cells.non-squamous:NCnc:Pt:Urine:Qn:Automated count"
53274-7,"Epithelial cells.renal",NCnc,Pt,Urine,Qn,"Computer assisted",UA,2.42,ACTIVE,1,Observation,,/uL,"Epithelial cells.renal [#/volume] in Urine by Computer assisted method",/uL,2.24,false,"Epithelial cells.renal:NCnc:Pt:Urine:Qn:Computer assisted"
105087-1,"Epithelial cells.squamous",PrThr,Pt,Urine,Ord,,UA,2.78,ACTIVE,1,Observation,,,"Epithelial cells.squamous [Presence] in Urine",,2.78,false,"Epithelial cells.squamous:PrThr:Pt:Urine:Ord:"
99866-6,Acanthocytes/Erythrocytes,NFr,Pt,"Urine sed",Qn,"Computer assisted",UA,2.79,ACTIVE,1,Observation,,%,"Acanthocytes/Erythrocytes in Urine sediment by Computer assisted method",%,2.72,false,"Acanthocytes/Erythrocytes:NFr:Pt:Urine sed:Qn:Computer assisted"
99862-5,Erythrocytes.dysmorphic,Naric,Pt,"Urine sed",Qn,"Computer assisted",UA,2.72,ACTIVE,1,Observation,,p/HPF,"Erythrocytes.dysmorphic [#/area] in Urine sediment by Computer assisted method",/[HPF],2.72,false,"Erythrocytes.dysmorphic:Naric:Pt:Urine sed:Qn:Computer assisted"
58444-1,Erythrocytes.dysmorphic,PrThr,Pt,"Urine sed",Ord,Microscopy.light,UA,2.73,ACTIVE,1,Observation,,,"Erythrocytes.dysmorphic [Presence] in Urine sediment by Light microscopy",,2.30,false,"Erythrocytes.dysmorphic:PrThr:Pt:Urine sed:Ord:Microscopy.light"
53967-6,Erythrocytes.dysmorphic/Erythrocytes,NFr,Pt,"Urine sed",Qn,Microscopy.light,UA,2.79,ACTIVE,1,Observation,,%,"Erythrocytes.dysmorphic/Erythrocytes in Urine sediment by Light microscopy",%,2.26,false,"Erythrocytes.dysmorphic/Erythrocytes:NFr:Pt:Urine sed:Qn:Microscopy.light"
53270-5,"Urinalysis type of non-squamous epithelial cells panel",-,Pt,Urine,-,"Computer assisted",PANEL.UA,2.73,ACTIVE,1,Order,,,"Urinalysis type of non-squamous epithelial cells panel - Urine by Computer assisted method",,2.24,true,"Urinalysis type of non-squamous epithelial cells panel:-:Pt:Urine:-:Computer assisted"
105107-7,Erythrocytes,Naric,Pt,"Urine sed",Qn,,UA,2.78,ACTIVE,1,Both,,/[HPF],"Erythrocytes [#/area] in Urine sediment",/[HPF],2.78,false,"Erythrocytes:Naric:Pt:Urine sed:Qn:"
105090-5,Erythrocytes,PrThr,Pt,"Urine sed",Ord,,UA,2.78,ACTIVE,1,Observation,,,"Erythrocytes [Presence] in Urine sediment",,2.78,false,"Erythrocytes:PrThr:Pt:Urine sed:Ord:"
99863-3,Erythrocytes.dysmorphic,PrThr,Pt,"Urine sed",Ord,"Computer assisted",UA,2.72,ACTIVE,1,Observation,,,"Erythrocytes.dysmorphic [Presence] in Urine sediment by Computer assisted method",,2.72,false,"Erythrocytes.dysmorphic:PrThr:Pt:Urine sed:Ord:Computer assisted"
53966-8,"Erythrocytes.dysmorphic G1/Erythrocytes",NFr,Pt,"Urine sed",Qn,Microscopy.light,UA,2.79,ACTIVE,1,Observation,,%,"Erythrocytes.dysmorphic G1/Erythrocytes in Urine sediment by Light microscopy",%,2.26,false,"Erythrocytes.dysmorphic G1/Erythrocytes:NFr:Pt:Urine sed:Qn:Microscopy.light"
53318-2,"Epithelial cells.squamous",PrThr,Pt,Urine,Ord,Automated,UA,2.73,ACTIVE,1,Observation,,,"Epithelial cells.squamous [Presence] in Urine by Automated",,2.24,false,"Epithelial cells.squamous:PrThr:Pt:Urine:Ord:Automated"
104650-7,"Epithelial cells.squamous",Naric,Pt,Urine,Qn,"Computer assisted",UA,2.78,ACTIVE,1,Observation,,/HPF,"Epithelial cells.squamous [#/area] in Urine by Computer assisted method",/[HPF],2.78,false,"Epithelial cells.squamous:Naric:Pt:Urine:Qn:Computer assisted"
88970-9,"Erythrocyte casts",Naric,Pt,"Urine sed",Qn,,UA,2.64,ACTIVE,1,Observation,,/LPF,"RBC casts [#/area] in Urine sediment",/[LPF],2.64,false,"Erythrocyte casts:Naric:Pt:Urine sed:Qn:"
105108-5,Erythrocytes,NCnc,Pt,"Urine sed",Qn,,UA,2.78,ACTIVE,1,Both,,10*6/uL,"Erythrocytes [#/volume] in Urine sediment",10*6/uL,2.78,false,"Erythrocytes:NCnc:Pt:Urine sed:Qn:"
99864-1,Erythrocytes.dysmorphic,NCnc,Pt,"Urine sed",Qn,"Computer assisted",UA,2.72,ACTIVE,1,Observation,,p/ul,"Erythrocytes.dysmorphic [#/volume] in Urine sediment by Computer assisted method",/uL,2.72,false,"Erythrocytes.dysmorphic:NCnc:Pt:Urine sed:Qn:Computer assisted"
53276-2,"Urinalysis type of non-squamous epithelial cells panel",Naric,Pt,Urine,Qn,"Computer assisted",PANEL.UA,2.73,ACTIVE,1,Order,,,"Urinalysis type of non-squamous epithelial cells panel [#/area] - Urine by Computer assisted method",,2.24,true,"Urinalysis type of non-squamous epithelial cells panel:Naric:Pt:Urine:Qn:Computer assisted"
51486-9,"Epithelial cells.squamous",NCnc,Pt,Urine,Qn,"Automated count",UA,2.73,ACTIVE,1,Observation,,/uL,"Epithelial cells.squamous [#/volume] in Urine by Automated count",/uL,2.22,false,"Epithelial cells.squamous:NCnc:Pt:Urine:Qn:Automated count"
33804-6,"Erythrocyte casts",PrThr,Pt,"Urine sed",Ord,Microscopy.light,UA,2.73,ACTIVE,1,Observation,,,"RBC casts [Presence] in Urine sediment by Light microscopy",,2.09,false,"Erythrocyte casts:PrThr:Pt:Urine sed:Ord:Microscopy.light"
63378-4,"Erythrocyte clumps",PrThr,Pt,"Urine sed",Ord,Microscopy.light,UA,2.73,ACTIVE,1,Observation,,,"Erythrocyte clumps [Presence] in Urine sediment by Light microscopy",,2.36,false,"Erythrocyte clumps:PrThr:Pt:Urine sed:Ord:Microscopy.light"
14290-1,Erythrocytes,ACnc,Pt,"Urine sed",Qn,"Manual count",UA,2.70,DEPRECATED,1,Observation,,,"Deprecated Erythrocytes [Units/volume] in Urine sediment by Manual count",[arb'U]/mL,1.0k,false,"Erythrocytes:ACnc:Pt:Urine sed:Qn:Manual count"
46419-8,Erythrocytes,Naric,Pt,"Urine sed",Qn,"Automated count",UA,2.73,ACTIVE,1,Observation,,,"Erythrocytes [#/area] in Urine sediment by Automated count",/[HPF],2.19,false,"Erythrocytes:Naric:Pt:Urine sed:Qn:Automated count"
13945-1,Erythrocytes,Naric,Pt,"Urine sed",Qn,Microscopy.light.HPF,UA,2.73,ACTIVE,1,Observation,,/HPF,"Erythrocytes [#/area] in Urine sediment by Microscopy high power field",/[HPF],1.0k,false,"Erythrocytes:Naric:Pt:Urine sed:Qn:Microscopy.light.HPF"
32776-7,Erythrocytes,PrThr,Pt,"Urine sed",Ord,Microscopy.light,UA,2.73,ACTIVE,1,Observation,,,"Erythrocytes [Presence] in Urine sediment by Light microscopy",,2.09,false,"Erythrocytes:PrThr:Pt:Urine sed:Ord:Microscopy.light"
33051-4,Erythrocytes,PrThr,Pt,Urine,Ord,,UA,2.73,ACTIVE,1,Observation,,,"Erythrocytes [Presence] in Urine",,2.09,false,Erythrocytes:PrThr:Pt:Urine:Ord:
53273-9,"Urinalysis type of non-squamous epithelial cells panel",NCnc,Pt,Urine,Qn,"Computer assisted",PANEL.UA,2.73,ACTIVE,1,Order,,,"Urinalysis type of non-squamous epithelial cells panel [#/volume] - Urine by Computer assisted method",,2.24,true,"Urinalysis type of non-squamous epithelial cells panel:NCnc:Pt:Urine:Qn:Computer assisted"
99598-5,Erythrocytes.dysmorphic/Erythrocytes,NFr,Pt,Urine,Qn,"Automated count",UA,2.79,ACTIVE,1,Observation,,%,"Erythrocytes.dysmorphic/Erythrocytes in Urine by Automated count",%,2.72,false,"Erythrocytes.dysmorphic/Erythrocytes:NFr:Pt:Urine:Qn:Automated count"
51790-4,"Erythrocyte casts",Naric,Pt,"Urine sed",Qn,Microscopy.light.HPF,UA,2.73,ACTIVE,1,Both,,/HPF,"RBC casts [#/area] in Urine sediment by Microscopy high power field",/[HPF],2.24,false,"Erythrocyte casts:Naric:Pt:Urine sed:Qn:Microscopy.light.HPF"
5807-3,"Erythrocyte casts",Naric,Pt,"Urine sed",Qn,Microscopy.light.LPF,UA,2.73,ACTIVE,1,Observation,,/LPF,"RBC casts [#/area] in Urine sediment by Microscopy low power field",/[LPF],1.0,false,"Erythrocyte casts:Naric:Pt:Urine sed:Qn:Microscopy.light.LPF"
49505-1,"Erythrocyte clumps",Naric,Pt,"Urine sed",Qn,"Automated count",UA,2.73,ACTIVE,1,Observation,,/HPF,"Erythrocyte clumps [#/area] in Urine sediment by Automated count",/[HPF],2.22,false,"Erythrocyte clumps:Naric:Pt:Urine sed:Qn:Automated count"
58449-0,"Erythrocyte clumps",Naric,Pt,"Urine sed",Qn,Microscopy.light.HPF,UA,2.73,ACTIVE,1,Observation,,/HPF,"Erythrocyte clumps [#/area] in Urine sediment by Microscopy high power field",/[HPF],2.30,false,"Erythrocyte clumps:Naric:Pt:Urine sed:Qn:Microscopy.light.HPF"
53974-2,"Erythrocyte morphology",Imp,Pt,"Urine sed",Nar,Microscopy.light,UA,2.73,ACTIVE,1,Observation,,,"Erythrocyte morphology [Interpretation] in Urine sediment by Light microscopy Narrative",,2.26,false,"Erythrocyte morphology:Imp:Pt:Urine sed:Nar:Microscopy.light"
5808-1,Erythrocytes,NCnc,Pt,"Urine sed",Qn,Microscopy.light.HPF,UA,2.73,ACTIVE,1,Observation,,/mL,"Erythrocytes [#/volume] in Urine sediment by Microscopy high power field",/mL,1.0,false,"Erythrocytes:NCnc:Pt:Urine sed:Qn:Microscopy.light.HPF"
