LOINC Code,Query,Name,Predicted Score,Actual Score
49688-5,bilirubin in plasma,glucose tolerance interpretation serum plasma narrative post 75 g glucose po,0.2352908467925564,0.15295318
58089-4,bilirubin in plasma,glucose 6 phosphate dehydrogenase newborn screen interpretation,0.2352908467925564,0.07057775
19104-9,bilirubin in plasma,glucose interpretation serum plasma 1 hour post dose glucose,0.2352908467925564,0.16113399
41900-2,bilirubin in plasma,glucose meter device vendor software version,0.2352908467925564,0.03289439
2359-8,bilirubin in plasma,glucose 6 phosphate dehydrogenase enzymatic activity volume serum,0.2352908467925564,0.10986476
41898-8,bilirubin in plasma,vendor device model code glucose meter,0.2352908467925564,0.03249814
19105-6,bilirubin in plasma,glucose interpretation serum plasma 3 hour post dose glucose,0.2352908467925564,0.16162507
32137-2,bilirubin in plasma,calcium phosphate total stone,0.2352908467925564,0.046853375
49935-0,bilirubin in plasma,calcium ionized calcium total corrected albumin serum plasma,0.2352908467925564,0.16562796
50588-3,bilirubin in plasma,glucose tolerance 5 hour panel serum plasma,0.11094201159717237,0.15433346
61435-4,bilirubin in plasma,deprecated deprecated calcium intake daily protocol phenx,0.11094201159717237,0.046449114
4528-6,bilirubin in plasma,deprecated complement receptor 2,0.11094201159717237,0.07913388
62850-3,bilirubin in plasma,deprecated phenx measure fasting plasma glucose diabetes screening blood draw,0.11094201159717237,0.057932597
96798-4,bilirubin in plasma,cortisol glucose somatotropin post arginine stimulation panel serum plasma,0.11094201159717237,0.12806824
50608-9,bilirubin in plasma,glucose tolerance 3 hour gestational panel serum plasma,0.11094201159717237,0.15369968
62856-0,bilirubin in plasma,phenx oral glucose tolerance test protocol 141001,0.11094201159717237,0.047280014
70219-1,bilirubin in plasma,basic metabolic 2008 panel ionized calcium serum plasma,0.11094201159717237,0.1650337
101977-7,bilirubin in plasma,cortisol glucose somatotropin post glucagon stimulation panel serum plasma,0.11094201159717237,0.11903698
43151-0,bilirubin in plasma,glucose meter device panel,0.11094201159717237,0.03117547
50179-1,bilirubin in plasma,calcitonin calcium pentagastrin challenge panel serum plasma,0.11094201159717237,0.15240504
101978-5,bilirubin in plasma,glucose somatotropin post glucagon stimulation panel serum plasma,0.11094201159717237,0.13101527
45060-1,bilirubin in plasma,protein glucose panel urine test strip,0.11094201159717237,0.057497878
96077-3,bilirubin in plasma,hedis 2020 value set glucose test,0.11094201159717237,0.04546205
48299-2,bilirubin in plasma,new coccine triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.08180526
40002-8,bilirubin in plasma,glucose mass volume serum plasma 80 minute post xxx challenge,0.042043363278731066,0.17911541
54255-5,bilirubin in plasma,glucose mole volume serum plasma 6 minute post dose glucagon,0.042043363278731066,0.17636812
48284-4,bilirubin in plasma,pancuronium triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.08985836
50215-3,bilirubin in plasma,glucose mass volume serum plasma 5th specimen,0.042043363278731066,0.19454736
55507-8,bilirubin in plasma,somatotropin mass volume serum plasma 2 hour post dose glucose,0.042043363278731066,0.15846543
12627-6,bilirubin in plasma,glucose mass volume serum plasma 15th specimen post xxx challenge,0.042043363278731066,0.18465778
47275-3,bilirubin in plasma,s100 calcium binding protein b mass volume serum,0.042043363278731066,0.07771569
54274-6,bilirubin in plasma,glucose mole volume serum plasma 30 minute post dose ornithine alpha ketoglutarate,0.042043363278731066,0.18071713
18342-6,bilirubin in plasma,glucose mass volume serum plasma 3 hour post xxx challenge,0.042043363278731066,0.17976099
29331-6,bilirubin in plasma,glucose mass volume serum plasma 5 hour post xxx challenge,0.042043363278731066,0.18162753
40280-0,bilirubin in plasma,glucose mole volume serum plasma 3 hour post dose lactose po,0.042043363278731066,0.17676982
40005-1,bilirubin in plasma,glucose mass volume serum plasma 110 minute post xxx challenge,0.042043363278731066,0.17989796
48206-7,bilirubin in plasma,lactalbumin alpha triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.08946377
92819-2,bilirubin in plasma,glucose mass volume serum plasma 10 minute post dose glucagon,0.042043363278731066,0.17639112
40169-5,bilirubin in plasma,glucose mole volume serum plasma 8 hour post xxx challenge,0.042043363278731066,0.17382342
76670-9,bilirubin in plasma,glucose mole volume cerebral spinal fluid 2nd tube,0.042043363278731066,0.074779145
40203-2,bilirubin in plasma,glucose mole volume serum plasma 9 minute post xxx challenge,0.042043363278731066,0.17583118
1491-0,bilirubin in plasma,glucose mass volume urine 30 minute post 100 g glucose po,0.042043363278731066,0.06679436
30267-9,bilirubin in plasma,glucose mole volume serum plasma 2 3 hour post dose glucose,0.042043363278731066,0.17971085
40030-9,bilirubin in plasma,glucose mass volume serum plasma 16 minute post xxx challenge,0.042043363278731066,0.1766511
55479-0,bilirubin in plasma,insulin mole volume serum plasma 7 minute post dose glucose iv,0.042043363278731066,0.18414888
48297-6,bilirubin in plasma,chromotrope 2b triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.08071549
40168-7,bilirubin in plasma,glucose mole volume serum plasma 7 5 hour post xxx challenge,0.042043363278731066,0.17524451
95106-1,bilirubin in plasma,glucose mass volume serum plasma 3 hour post meal,0.042043363278731066,0.17131594
40004-4,bilirubin in plasma,glucose mass volume serum plasma 100 minute post xxx challenge,0.042043363278731066,0.17814326
50216-1,bilirubin in plasma,glucose mass volume serum plasma 6th specimen,0.042043363278731066,0.19480886
40001-0,bilirubin in plasma,glucose mass volume serum plasma 5 minute post xxx challenge,0.042043363278731066,0.17818257
40166-1,bilirubin in plasma,glucose mole volume serum plasma 6 5 hour post xxx challenge,0.042043363278731066,0.1754754
48187-9,bilirubin in plasma,chloramin triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.08907305
94348-0,bilirubin in plasma,voltage gated calcium channel n type binding igg igm ab mole volume serum immunoassay,0.042043363278731066,0.081453495
100795-4,bilirubin in plasma,s100 calcium binding protein b mass volume body fluid,0.042043363278731066,0.05600122
53114-5,bilirubin in plasma,fasting glucose mole volume urine,0.042043363278731066,0.06386991
48302-4,bilirubin in plasma,indigo carmine triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.08315411
48230-7,bilirubin in plasma,cat dander triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.07481948
54248-0,bilirubin in plasma,glucose mole volume serum plasma 10 minute pre dose glucagon,0.042043363278731066,0.17656213
48268-7,bilirubin in plasma,minor determinant mixture triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.089199096
40163-8,bilirubin in plasma,glucose mole volume serum plasma 4 hour post xxx challenge,0.042043363278731066,0.17466916
25666-9,bilirubin in plasma,glucose mole volume serum plasma 2 5 hour post dose glucose,0.042043363278731066,0.17557107
40153-9,bilirubin in plasma,glucose mole volume serum plasma 5 minute post xxx challenge,0.042043363278731066,0.17084046
26779-9,bilirubin in plasma,glucose mass volume serum plasma 1 5 hour post dose lactose po,0.042043363278731066,0.17508703
26540-5,bilirubin in plasma,glucose mass volume urine 3 hour post dose glucose,0.042043363278731066,0.07299993
48215-8,bilirubin in plasma,crab triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.07600933
59814-4,bilirubin in plasma,glucose mole volume serum plasma 7 specimen,0.042043363278731066,0.18113382
1514-9,bilirubin in plasma,glucose mass volume serum plasma 2 hour post 100 g glucose po,0.042043363278731066,0.17925093
25664-4,bilirubin in plasma,glucose mass volume urine 1 hour post dose glucose,0.042043363278731066,0.0670678
20439-6,bilirubin in plasma,glucose mass volume serum plasma 30 minute post dose glucose,0.042043363278731066,0.18168263
46406-5,bilirubin in plasma,somatotropin mass volume serum plasma 30 minute post 1 g kg glucose po,0.042043363278731066,0.15562966
40294-1,bilirubin in plasma,insulin mole volume serum plasma pre post dose glucose,0.042043363278731066,0.18007948
40259-4,bilirubin in plasma,glucose mass volume serum plasma 10 5 hour post xxx challenge,0.042043363278731066,0.1813578
26778-1,bilirubin in plasma,glucose mass volume serum plasma 1 hour post dose lactose po,0.042043363278731066,0.17427139
1498-5,bilirubin in plasma,glucose mass volume serum plasma 10 minute post 0 5 g kg glucose iv,0.042043363278731066,0.17999162
48253-9,bilirubin in plasma,english plantain triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.07775954
48281-0,bilirubin in plasma,sulfamethoxazole triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.081225224
57350-1,bilirubin in plasma,glucose mass volume serum plasma 1 minute post xxx challenge,0.042043363278731066,0.1814748
1550-3,bilirubin in plasma,glucose mass volume serum plasma pre 12 hour fast,0.042043363278731066,0.17931764
54250-6,bilirubin in plasma,glucose mole volume serum plasma 15 minute pre dose glucagon,0.042043363278731066,0.17648588
21309-0,bilirubin in plasma,glucose mass volume serum plasma 45 minute post xxx challenge,0.042043363278731066,0.17640866
1512-3,bilirubin in plasma,glucose mass volume serum plasma 1 minute post 0 5 g kg glucose iv,0.042043363278731066,0.18249854
48984-9,bilirubin in plasma,glucose mass volume serum plasma 10 minute post dose glucose,0.042043363278731066,0.17864388
46405-7,bilirubin in plasma,somatotropin mass volume serum plasma 30 minute pre 1 g kg glucose po,0.042043363278731066,0.15656328
12657-3,bilirubin in plasma,glucose mass volume serum plasma 40 minute post xxx challenge,0.042043363278731066,0.18325561
50218-7,bilirubin in plasma,glucose mass volume serum plasma 9th specimen,0.042043363278731066,0.1921401
88365-2,bilirubin in plasma,glucose mass volume blood pre meal,0.042043363278731066,0.08155468
6883-3,bilirubin in plasma,glucose protein bound mass volume serum plasma,0.042043363278731066,0.19272526
48271-1,bilirubin in plasma,tetracycline triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.08106001
1630-3,bilirubin in plasma,somatotropin mass volume serum plasma 2 hour post 1 g kg glucose po,0.042043363278731066,0.155072
40222-2,bilirubin in plasma,glucose mole volume serum plasma 2 day post xxx challenge,0.042043363278731066,0.17676167
12636-7,bilirubin in plasma,glucose mass volume peritoneal dialysis fluid 7th specimen,0.042043363278731066,0.0833743
14770-2,bilirubin in plasma,fasting glucose mole volume capillary blood glucometer,0.042043363278731066,0.07823322
12637-5,bilirubin in plasma,glucose mass volume peritoneal dialysis fluid 8th specimen post xxx challenge,0.042043363278731066,0.07090942
40016-8,bilirubin in plasma,glucose mass volume serum plasma 18 hour post xxx challenge,0.042043363278731066,0.17933166
27353-2,bilirubin in plasma,glucose mean value mass volume blood estimated glycated hemoglobin,0.042043363278731066,0.107989326
12646-6,bilirubin in plasma,glucose mass volume serum plasma 1 hour post xxx challenge,0.042043363278731066,0.1856816
1553-7,bilirubin in plasma,glucose mass volume serum plasma pre dose insulin iv,0.042043363278731066,0.18112111
58596-8,bilirubin in plasma,corticotropin mass volume plasma 3 hour post dose glucose,0.042043363278731066,0.24046844
6777-7,bilirubin in plasma,deprecated glucose mass volume serum plasma,0.042043363278731066,0.1728521
55352-9,bilirubin in plasma,glucose mole volume serum plasma 45 minute post 75 g glucose po,0.042043363278731066,0.17306095
9307-0,bilirubin in plasma,insulin mass volume serum plasma 30 minute post 75 g glucose po,0.042043363278731066,0.1545647
40007-7,bilirubin in plasma,glucose mass volume serum plasma 9 5 hour post xxx challenge,0.042043363278731066,0.179832
46222-6,bilirubin in plasma,glucose mole volume dialysis fluid 4 hour specimen,0.042043363278731066,0.0693928
40019-2,bilirubin in plasma,glucose mass volume serum plasma 20 hour post xxx challenge,0.042043363278731066,0.17872158
39479-1,bilirubin in plasma,glucose mole volume pericardial fluid,0.042043363278731066,0.070751734
25673-5,bilirubin in plasma,glucose mole volume serum plasma 45 minute post dose glucose,0.042043363278731066,0.17527235
54253-0,bilirubin in plasma,glucose mole volume serum plasma 4 minute post dose glucagon,0.042043363278731066,0.1757822
53484-2,bilirubin in plasma,glucose mole volume serum plasma 30 minute pre dose betaxolol,0.042043363278731066,0.18522532
13608-5,bilirubin in plasma,insulin mass volume serum plasma 1 5 hour post 75 g glucose po,0.042043363278731066,0.15988474
47274-6,bilirubin in plasma,s100 calcium binding protein b mass volume cerebral spinal fluid,0.042043363278731066,0.05630664
44716-9,bilirubin in plasma,creatinine calcium mass ratio urine,0.042043363278731066,0.06859133
72649-7,bilirubin in plasma,glucose serum glucose peritoneal fluid molar concentration difference,0.042043363278731066,0.18189158
40018-4,bilirubin in plasma,glucose mass volume serum plasma 19 5 hour post xxx challenge,0.042043363278731066,0.17825384
16165-3,bilirubin in plasma,glucose mass volume serum plasma 10 specimen,0.042043363278731066,0.18405454
40193-5,bilirubin in plasma,glucose mole volume serum plasma pre meal,0.042043363278731066,0.17138928
97507-8,bilirubin in plasma,average glucose mass volume interstitial fluid reporting period,0.042043363278731066,0.08476121
12609-4,bilirubin in plasma,glucose mass volume peritoneal dialysis fluid 4 hour dwell specimen,0.042043363278731066,0.07064613
51767-2,bilirubin in plasma,glucose mass volume serum plasma 1 5 hour post dose fructose po,0.042043363278731066,0.18108526
58528-1,bilirubin in plasma,corticotropin mass volume plasma 1 5 hour post dose glucose,0.042043363278731066,0.24284387
40165-3,bilirubin in plasma,glucose mole volume serum plasma 6 hour post xxx challenge,0.042043363278731066,0.17573814
1531-3,bilirubin in plasma,deprecated glucose mass volume serum plasma 3 hour post 100 g glucose po,0.042043363278731066,0.068572536
48191-1,bilirubin in plasma,monosodium glutamate msg triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.08212077
47589-7,bilirubin in plasma,component peptide mole volume serum plasma 30 minute post dose glucose,0.042043363278731066,0.17100962
13865-1,bilirubin in plasma,glucose mass volume serum plasma 2 5 hour post 50 g lactose po,0.042043363278731066,0.18434726
50206-2,bilirubin in plasma,glucose mass volume serum plasma 1st specimen,0.042043363278731066,0.19282568
53553-4,bilirubin in plasma,glucose mean value mole volume blood estimated glycated hemoglobin,0.042043363278731066,0.10721623
14761-1,bilirubin in plasma,glucose mole volume serum plasma 2 hour post meal,0.042043363278731066,0.17811826
48192-9,bilirubin in plasma,sunset yellow fcf triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.08792602
15075-5,bilirubin in plasma,glucose mole volume dialysis fluid,0.042043363278731066,0.07429891
40217-2,bilirubin in plasma,glucose mole volume serum plasma 28 hour post xxx challenge,0.042043363278731066,0.17943464
1568-5,bilirubin in plasma,insulin mass volume serum plasma 4 hour post 75 g glucose po,0.042043363278731066,0.15467763
12641-7,bilirubin in plasma,glucose mass volume serum plasma 7 hour post xxx challenge,0.042043363278731066,0.18636145
55351-1,bilirubin in plasma,glucose mole volume serum plasma 1 5 hour post 75 g glucose po,0.042043363278731066,0.17422125
1523-0,bilirubin in plasma,glucose mass volume serum plasma 30 minute post 0 05 0 15 u insulin kg iv post 12h cfst,0.042043363278731066,0.18128072
95078-2,bilirubin in plasma,glucose mass volume serum plasma 15 min post meal,0.042043363278731066,0.17319523
40179-4,bilirubin in plasma,glucose mole volume serum plasma 13 5 hour post xxx challenge,0.042043363278731066,0.17137256
1513-1,bilirubin in plasma,glucose mass volume serum plasma 20 minute post 0 5 g kg glucose iv,0.042043363278731066,0.18011567
48196-0,bilirubin in plasma,cephalosporin component triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.07497807
1549-5,bilirubin in plasma,glucose mass volume serum plasma pre 100 g glucose po,0.042043363278731066,0.18081935
48988-0,bilirubin in plasma,glucose mass volume serum plasma 12 pm specimen,0.042043363278731066,0.18070358
48236-4,bilirubin in plasma,european house dust mite triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.067823276
102032-0,bilirubin in plasma,glucose mass volume serum plasma 2 hour post dose insulin iv,0.042043363278731066,0.18029359
33405-2,bilirubin in plasma,glucose mass volume pericardial fluid,0.042043363278731066,0.072845146
59815-1,bilirubin in plasma,glucose mole volume serum plasma 3 pm specimen,0.042043363278731066,0.17994514
94704-4,bilirubin in plasma,voltage gated calcium channel n type binding ab mole volume serum immunoassay,0.042043363278731066,0.08767115
55498-0,bilirubin in plasma,insulin mole volume serum plasma 7 minute pre dose glucose,0.042043363278731066,0.18186243
46223-4,bilirubin in plasma,glucose mole volume dialysis fluid overnight,0.042043363278731066,0.071005635
45056-9,bilirubin in plasma,glucose mole volume serum plasma 8 pm specimen,0.042043363278731066,0.17837444
26542-1,bilirubin in plasma,glucose mass volume urine 5 hour post dose glucose,0.042043363278731066,0.07347837
25706-3,bilirubin in plasma,ketone mass volume urine test strip 2 hour post dose glucose,0.042043363278731066,0.08474221
48036-8,bilirubin in plasma,glucose mass volume stool,0.042043363278731066,0.06564781
20406-5,bilirubin in plasma,deprecated glucose mass volume urine test strip,0.042043363278731066,0.06423639
97778-5,bilirubin in plasma,glucose mole volume dialysis fluid 1 hour specimen,0.042043363278731066,0.07003445
53485-9,bilirubin in plasma,glucose mole volume serum plasma 45 minute post dose betaxolol,0.042043363278731066,0.18221633
40211-5,bilirubin in plasma,glucose mole volume serum plasma 3 5 hour post xxx challenge,0.042043363278731066,0.17795292
2346-5,bilirubin in plasma,glucose mass volume pleural fluid,0.042043363278731066,0.06953874
13606-9,bilirubin in plasma,glucose mass volume serum plasma 3 hour post 50 g lactose po,0.042043363278731066,0.18157566
6300-8,bilirubin in plasma,glucose mass volume amniotic fluid,0.042043363278731066,0.084022515
16915-1,bilirubin in plasma,glucose mass volume serum plasma post meal,0.042043363278731066,0.17042266
40875-7,bilirubin in plasma,glucose mass volume specimen 3rd specimen,0.042043363278731066,0.068714544
48605-0,bilirubin in plasma,glucose mass volume serum plasma 1 hour post dose fructose po,0.042043363278731066,0.17752323
25669-3,bilirubin in plasma,glucose mole volume serum plasma 3 5 hour post dose glucose,0.042043363278731066,0.17564987
25667-7,bilirubin in plasma,glucose mass volume urine 2 hour post dose glucose,0.042043363278731066,0.06744678
48247-1,bilirubin in plasma,white oak triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.066721834
40024-2,bilirubin in plasma,glucose mass volume serum plasma 1 day post xxx challenge,0.042043363278731066,0.18003334
57004-4,bilirubin in plasma,glucose creatinine mass ratio 24 hour urine,0.042043363278731066,0.09039669
48216-6,bilirubin in plasma,hazelnut triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.07526256
48983-1,bilirubin in plasma,glucose mass volume serum plasma 20 minute pre xxx challenge,0.042043363278731066,0.17663066
55482-4,bilirubin in plasma,insulin mole volume serum plasma 4 hour post dose glucose iv,0.042043363278731066,0.1831623
40324-6,bilirubin in plasma,glucose mole volume serum plasma 3 hour post dose triple bolus,0.042043363278731066,0.18835318
14763-7,bilirubin in plasma,glucose mole volume serum plasma 30 minute post dose glucose,0.042043363278731066,0.18786812
12659-9,bilirubin in plasma,glucose mass volume serum plasma 70 minute post xxx challenge,0.042043363278731066,0.18262723
40849-2,bilirubin in plasma,glucose mass volume urine test strip 1st specimen post xxx challenge,0.042043363278731066,0.07484939
48213-3,bilirubin in plasma,tomato triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.07235558
48295-0,bilirubin in plasma,food colorant mix ii triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.08549085
21310-8,bilirubin in plasma,glucose mass volume serum plasma 75 minute post xxx challenge,0.042043363278731066,0.17572758
12610-2,bilirubin in plasma,glucose mass volume serum plasma 2 hour post xxx challenge,0.042043363278731066,0.18421319
26777-3,bilirubin in plasma,glucose mass volume serum plasma 30 minute post dose lactose po,0.042043363278731066,0.17572778
48261-2,bilirubin in plasma,perennial rye grass triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.07778538
48262-0,bilirubin in plasma,meadow fescue triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.07733173
33352-6,bilirubin in plasma,glucose creatinine mass ratio urine,0.042043363278731066,0.092226535
14748-8,bilirubin in plasma,glucose mole volume peritoneal fluid,0.042043363278731066,0.08393017
48190-3,bilirubin in plasma,phthalic anhydride triggered leukotriene release mass volume leukocyte,0.042043363278731066,0.0879388
39563-2,bilirubin in plasma,glucose mass volume serum plasma 3rd specimen post dose lactose,0.042043363278731066,0.17952016
1564-4,bilirubin in plasma,insulin mass volume serum plasma 2 hour post 75 g glucose po,0.042043363278731066,0.15495984
12642-5,bilirubin in plasma,glucose mass volume serum plasma 7 5 hour post xxx challenge,0.042043363278731066,0.18710028
30252-1,bilirubin in plasma,glucose mole volume serum plasma 3 3 hour post dose glucose,0.042043363278731066,0.18193556
54273-8,bilirubin in plasma,glucose mole volume serum plasma 3 hour post dose ornithine alpha ketoglutarate,0.042043363278731066,0.18101627
39998-0,bilirubin in plasma,glucose mass volume serum plasma 30 minute pre xxx challenge,0.042043363278731066,0.17871937
39562-4,bilirubin in plasma,glucose mass volume serum plasma 2nd specimen post dose lactose,0.042043363278731066,0.17915893
72650-5,bilirubin in plasma,glucose serum glucose pericard field molar concentration difference,0.042043363278731066,0.18324208
54254-8,bilirubin in plasma,glucose mole volume serum plasma 5 minute pre dose glucagon,0.042043363278731066,0.17628896
16914-4,bilirubin in plasma,glucose mass volume serum plasma post xxx challenge,0.042043363278731066,0.17744055
12633-4,bilirubin in plasma,glucose mass volume peritoneal dialysis fluid 4th specimen,0.042043363278731066,0.07816339
101976-9,bilirubin in plasma,voltage gated calcium channel p q type binding ab mass volume serum immunoassay,0.042043363278731066,0.08473828
30253-9,bilirubin in plasma,glucose mole volume serum plasma 3 6 hour post dose glucose,0.042043363278731066,0.1806397
40014-3,bilirubin in plasma,glucose mass volume serum plasma 16 hour post xxx challenge,0.042043363278731066,0.18051006
32359-2,bilirubin in plasma,glucose mole volume serum plasma 10 minute post dose glucose,0.042043363278731066,0.17787403
12635-9,bilirubin in plasma,glucose mass volume peritoneal dialysis fluid 6th specimen,0.042043363278731066,0.08036642
1555-2,bilirubin in plasma,glucose mass volume urine 12 hour fasting,0.042043363278731066,0.067328885
51766-4,bilirubin in plasma,glucose mass volume serum plasma 2 5 hour post dose fructose po,0.042043363278731066,0.18072866
1540-4,bilirubin in plasma,glucose mass volume serum plasma 5 hour post 100 g glucose po,0.042043363278731066,0.17962335
33979-6,bilirubin in plasma,voltage gated calcium channel n type binding ab mole volume serum,0.042043363278731066,0.09559434
43740-0,bilirubin in plasma,glucose insulin mass ratio serum plasma,0.042043363278731066,0.17622377
1551-1,bilirubin in plasma,glucose mass volume serum plasma pre 50 g lactose po,0.042043363278731066,0.17761268
75637-9,bilirubin in plasma,glucose mole volume serum plasma 45 minute post 50 g lactose po,0.042043363278731066,0.16967458
40185-1,bilirubin in plasma,glucose mole volume serum plasma 18 5 hour post xxx challenge,0.042043363278731066,0.17470452
40174-5,bilirubin in plasma,glucose mole volume serum plasma 10 75 hour post xxx challenge,0.042043363278731066,0.1729597
78535-2,bilirubin in plasma,glucose mole volume peritoneal dialysis fluid 4 hour dwell specimen,0.042043363278731066,0.059889596
56771-9,bilirubin in plasma,eosinophil leukocyte bronchial specimen flow cytometry fc,0.03983668678219959,0.0688149
14384-2,bilirubin in plasma,mononuclear cell leukocyte urine sediment manual count,0.03983668678219959,0.066929385
34985-2,bilirubin in plasma,unidentified cell leukocyte body fluid,0.03983668678219959,0.07381011
30465-9,bilirubin in plasma,prolymphocytes leukocyte blood,0.03983668678219959,0.09386409
58090-2,bilirubin in plasma,glucose 6 phosphate dehydrogenase newborn screening comment discussion,0.03983668678219959,0.061673235
68378-9,bilirubin in plasma,leukocyte disintegrated leukocyte blood,0.03983668678219959,0.09115016
2003-2,bilirubin in plasma,deprecated calcium,0.03983668678219959,0.044187725
35020-7,bilirubin in plasma,monocyte macrophage leukocyte peritoneal fluid,0.03983668678219959,0.07689017
9050-6,bilirubin in plasma,calcium intake 12 hour,0.03983668678219959,0.04962919
30457-6,bilirubin in plasma,nonhematic cell leukocyte body fluid,0.03983668678219959,0.07179855
32155-4,bilirubin in plasma,basophil eosinophil monocyte leukocyte blood automated count,0.03983668678219959,0.0937225
12208-5,bilirubin in plasma,eosinophil leukocyte cerebral spinal fluid manual count,0.03983668678219959,0.06882264
95219-2,bilirubin in plasma,variant lymphocyte leukocyte stem cell product manual count,0.03983668678219959,0.05679289
55598-7,bilirubin in plasma,leukocyte disintegrated leukocyte body fluid manual count,0.03983668678219959,0.074502595
10329-1,bilirubin in plasma,monocyte leukocyte cerebral spinal fluid manual count,0.03983668678219959,0.0651329
32200-8,bilirubin in plasma,segmented neutrophil leukocyte blood automated count,0.03983668678219959,0.088566914
56960-8,bilirubin in plasma,segmented neutrophil leukocyte bone marrow manual count,0.03983668678219959,0.06635439
713-8,bilirubin in plasma,eosinophil leukocyte blood automated count,0.03983668678219959,0.078877494
13524-4,bilirubin in plasma,leukocyte leukocyte body fluid manual count,0.03983668678219959,0.07240981
