LOINC Code,Query,Name,Predicted Score,Actual Score
61436-2,bilirubin in plasma,phenx calcium intake pediatric protocol 050201,0.250126803038906,0.049523927
55394-1,bilirubin in plasma,protein glucose panel cerebral spinal fluid,0.250126803038906,0.057603553
104646-5,bilirubin in plasma,leukocyte area urine computer assisted method,0.250126803038906,0.077324204
88976-6,bilirubin in plasma,wbc cast area urine sediment,0.250126803038906,0.07100874
51790-4,bilirubin in plasma,red blood cells cast area urine sediment microscopy high power field,0.250126803038906,0.085612275
49103-5,bilirubin in plasma,wbc cast area urine sediment microscopy high power field,0.250126803038906,0.080419116
30089-7,bilirubin in plasma,transitional cell area urine sediment microscopy high power field,0.250126803038906,0.06193204
105093-9,bilirubin in plasma,leukocyte clump area urine sediment,0.250126803038906,0.07384727
46702-7,bilirubin in plasma,leukocyte area urine sediment automated count,0.250126803038906,0.07034388
33229-6,bilirubin in plasma,red blood cells cast area urine computer assisted method,0.250126803038906,0.07781673
46420-6,bilirubin in plasma,leukocyte clump area urine sediment microscopy high power field,0.250126803038906,0.08485169
101652-6,bilirubin in plasma,somatotropin glucose post glucose stimulation panel serum plasma,0.250126803038906,0.13480523
99873-2,bilirubin in plasma,superficial transitional cell area urine sediment computer assisted method,0.250126803038906,0.05785151
62851-1,bilirubin in plasma,phenx fasting plasma glucose diabetes screening blood draw protocol 140801,0.250126803038906,0.055050693
32779-1,bilirubin in plasma,glucose 6 phosphatase enzymatic activity volume red blood cell,0.10976488857041426,0.10844131
2353-1,bilirubin in plasma,glucose phosphate isomerase enzymatic activity volume serum,0.10976488857041426,0.11037289
2354-9,bilirubin in plasma,glucose 6 phosphatase enzymatic activity volume serum,0.10976488857041426,0.10910541
5787-7,bilirubin in plasma,epithelial cell area urine sediment microscopy high power field,0.10976488857041426,0.06279422
50589-1,bilirubin in plasma,glucose tolerance 6 hour panel serum plasma,0.10976488857041426,0.15543324
45391-0,bilirubin in plasma,epithelial cell renal area urine sediment microscopy low power field,0.10976488857041426,0.06893066
44050-3,bilirubin in plasma,glucose phosphate isomerase enzymatic activity mass red blood cell,0.10976488857041426,0.09886151
101132-9,bilirubin in plasma,glucose post xxx challenge panel serum plasma,0.10976488857041426,0.15225005
58089-4,bilirubin in plasma,glucose 6 phosphate dehydrogenase newborn screen interpretation,0.10976488857041426,0.07057775
49505-1,bilirubin in plasma,erythrocyte clump area urine sediment automated count,0.10976488857041426,0.07742615
13453-6,bilirubin in plasma,deprecated glucose mean value,0.10976488857041426,0.09921804
74802-0,bilirubin in plasma,glucose challenge hydrogen breath test interpretation exhaled gas,0.10976488857041426,0.05125542
53294-5,bilirubin in plasma,epithelial cell non squamous area urine sediment automated count,0.10976488857041426,0.049475096
99876-5,bilirubin in plasma,deep transitional cell area urine sediment computer assisted method,0.10976488857041426,0.05267299
72171-2,bilirubin in plasma,glucose tolerance 2 hour panel serum plasma,0.10976488857041426,0.15923251
2355-6,bilirubin in plasma,glucose 6 phosphatase enzymatic activity mass tissue,0.10976488857041426,0.06537589
101980-1,bilirubin in plasma,glucose somatotropin cortisol post insulin administration serum plasma,0.10976488857041426,0.12026579
11047-8,bilirubin in plasma,glucose phosphate isomerase enzymatic activity volume red blood cell,0.10976488857041426,0.14556715
99929-2,bilirubin in plasma,leukocyte area body fluid automated count,0.10976488857041426,0.08479664
74244-5,bilirubin in plasma,hedis 2014 value set glucose test,0.10976488857041426,0.045210015
41900-2,bilirubin in plasma,glucose meter device vendor software version,0.10976488857041426,0.03289439
75864-9,bilirubin in plasma,hedis 2015 2018 value set glucose test,0.10976488857041426,0.04518653
4660-7,bilirubin in plasma,deprecated leukocyte detection ab,0.10976488857041426,0.08177791
49925-1,bilirubin in plasma,glucose 6 phosphate dehydrogenase enzymatic activity mass red blood cell glock mclean,0.10976488857041426,0.09987821
104650-7,bilirubin in plasma,epithelial cell squamous area urine computer assisted method,0.10976488857041426,0.05061681
62855-2,bilirubin in plasma,deprecated phenx measure oral glucose tolerance test,0.10976488857041426,0.047584124
50582-6,bilirubin in plasma,glucose tolerance gestational panel urine serum plasma,0.10976488857041426,0.15446807
101978-5,bilirubin in plasma,glucose somatotropin post glucagon stimulation panel serum plasma,0.10976488857041426,0.13101527
17809-5,bilirubin in plasma,hematocrit volume fraction urine calculation,0.05743527096082849,0.084507585
20409-9,bilirubin in plasma,erythrocyte volume urine test strip,0.05743527096082849,0.10594329
40004-4,bilirubin in plasma,glucose mass volume serum plasma 100 minute post xxx challenge,0.05743527096082849,0.17814326
8127-3,bilirubin in plasma,deprecated cd4 cell volume blood,0.05743527096082849,0.07839622
48242-2,bilirubin in plasma,cladosporium herbarum triggered leukotriene release mass volume leukocyte,0.05743527096082849,0.07302901
102032-0,bilirubin in plasma,glucose mass volume serum plasma 2 hour post dose insulin iv,0.05743527096082849,0.18029359
99776-7,bilirubin in plasma,leukocyte volume bronchoalveolar lavage automated count,0.05743527096082849,0.08684502
71652-2,bilirubin in plasma,plasma cell leukocyte pure number fraction cerebral spinal fluid manual count,0.05743527096082849,0.096150964
71665-4,bilirubin in plasma,variant lymphocyte leukocyte pure number fraction blood manual count,0.05743527096082849,0.08267477
30263-8,bilirubin in plasma,glucose mole volume serum plasma 20 minute post dose glucose,0.05743527096082849,0.17801763
48271-1,bilirubin in plasma,tetracycline triggered leukotriene release mass volume leukocyte,0.05743527096082849,0.08106001
71674-6,bilirubin in plasma,eosinophil leukocyte pure number fraction blood manual count,0.05743527096082849,0.08537192
48302-4,bilirubin in plasma,indigo carmine triggered leukotriene release mass volume leukocyte,0.05743527096082849,0.08315411
48273-7,bilirubin in plasma,lysine acetylsalicylate triggered leukotriene release mass volume leukocyte,0.05743527096082849,0.079560794
11157-5,bilirubin in plasma,leukocyte morphology bone marrow,0.05743527096082849,0.062439695
40222-2,bilirubin in plasma,glucose mole volume serum plasma 2 day post xxx challenge,0.05743527096082849,0.17676167
105120-0,bilirubin in plasma,epithelial cell squamous presence urine sediment,0.05743527096082849,0.04200832
58444-1,bilirubin in plasma,erythrocyte dysmorphic presence urine sediment light microscopy,0.05743527096082849,0.06747662
1534-7,bilirubin in plasma,glucose mass volume serum plasma 3 minute post 0 5 g kg glucose iv,0.05743527096082849,0.1792224
48290-1,bilirubin in plasma,sodium nitrite triggered leukotriene release mass volume leukocyte,0.05743527096082849,0.08381765
71668-8,bilirubin in plasma,metamyelocytes leukocyte pure number fraction blood manual count,0.05743527096082849,0.09099655
71623-3,bilirubin in plasma,monocyte leukocyte pure number fraction synovial fluid manual count,0.05743527096082849,0.08221526
97507-8,bilirubin in plasma,average glucose mass volume interstitial fluid reporting period,0.05743527096082849,0.08476121
40034-1,bilirubin in plasma,glucose mass volume serum plasma 27 minute post xxx challenge,0.05743527096082849,0.17945965
53937-9,bilirubin in plasma,hla b w4 w6 type leukocyte,0.05743527096082849,0.064771675
40006-9,bilirubin in plasma,glucose mass volume serum plasma 8 5 hour post xxx challenge,0.05743527096082849,0.18017535
56124-1,bilirubin in plasma,glucose mass volume urine 1 hour post meal,0.05743527096082849,0.06830455
20604-5,bilirubin in plasma,cd3 cd16 cd56 natural killer cell volume specimen,0.05743527096082849,0.04479139
95107-9,bilirubin in plasma,glucose mass volume serum plasma 4 5 hour post meal,0.05743527096082849,0.17141864
71678-7,bilirubin in plasma,lymphocyte leukocyte pure number fraction blood automated count,0.05743527096082849,0.08317967
1544-6,bilirubin in plasma,glucose mass volume serum plasma 6 hour post 100 g glucose po,0.05743527096082849,0.17954578
30264-6,bilirubin in plasma,glucose mole volume serum plasma 40 minute post dose glucose,0.05743527096082849,0.17691004
25669-3,bilirubin in plasma,glucose mole volume serum plasma 3 5 hour post dose glucose,0.05743527096082849,0.17564987
53278-8,bilirubin in plasma,red blood cells cast presence urine computer assisted method,0.05743527096082849,0.06632061
100849-9,bilirubin in plasma,leukocyte volume amniotic fluid manual count,0.05743527096082849,0.10053505
16169-5,bilirubin in plasma,glucose mass volume serum plasma 4 pm specimen,0.05743527096082849,0.18115427
20439-6,bilirubin in plasma,glucose mass volume serum plasma 30 minute post dose glucose,0.05743527096082849,0.18168263
96799-2,bilirubin in plasma,glucose mass volume serum plasma 30 minute post dose arginine,0.05743527096082849,0.183309
16903-7,bilirubin in plasma,glucose mass volume vitreous fluid,0.05743527096082849,0.08614328
1502-4,bilirubin in plasma,deprecated glucose mass volume serum plasma 1 hour post 100 g glucose po,0.05743527096082849,0.07198538
41652-9,bilirubin in plasma,glucose mass volume venous blood,0.05743527096082849,0.09089778
58529-9,bilirubin in plasma,corticotropin mole volume plasma 1 5 hour post dose glucose,0.05743527096082849,0.2513082
88114-4,bilirubin in plasma,leukocyte presence cerebral spinal fluid gram stain,0.05743527096082849,0.07573099
11143-5,bilirubin in plasma,glucose mass volume serum plasma 45 minute post 100 g glucose po,0.05743527096082849,0.18304923
48188-7,bilirubin in plasma,latex triggered leukotriene release mass volume leukocyte,0.05743527096082849,0.08287328
55497-2,bilirubin in plasma,insulin mole volume serum plasma 3 minute post dose glucose iv,0.05743527096082849,0.18189861
38237-4,bilirubin in plasma,cd4 cd28 cell volume blood,0.05743527096082849,0.07635192
62440-3,bilirubin in plasma,nucleated erythrocyte leukocyte ratio body fluid automated count,0.05743527096082849,0.08140535
58575-2,bilirubin in plasma,corticotropin mole volume plasma 2 hour post dose glucose,0.05743527096082849,0.25004452
67848-2,bilirubin in plasma,leukocyte clump presence urine sediment light microscopy,0.05743527096082849,0.06891588
40321-2,bilirubin in plasma,glucose mole volume serum plasma 45 minute post dose triple bolus,0.05743527096082849,0.18848518
66768-3,bilirubin in plasma,leukocyte volume corrected nucleated erythrocyte cord blood,0.05743527096082849,0.102772474
14750-4,bilirubin in plasma,glucose mole volume synovial fluid,0.05743527096082849,0.08196758
39563-2,bilirubin in plasma,glucose mass volume serum plasma 3rd specimen post dose lactose,0.05743527096082849,0.17952016
90044-9,bilirubin in plasma,epithelial cell renal presence urine sediment,0.05743527096082849,0.05349871
99928-4,bilirubin in plasma,leukocyte presence body fluid automated,0.05743527096082849,0.076873526
12632-6,bilirubin in plasma,glucose mass volume peritoneal dialysis fluid 3rd specimen,0.05743527096082849,0.08696852
92667-5,bilirubin in plasma,glucose mass volume serum plasma 30 minute post dose clonidine,0.05743527096082849,0.1886363
92819-2,bilirubin in plasma,glucose mass volume serum plasma 10 minute post dose glucagon,0.05743527096082849,0.17639112
48244-8,bilirubin in plasma,red cedar triggered leukotriene release mass volume leukocyte,0.05743527096082849,0.077478506
40213-1,bilirubin in plasma,glucose mole volume serum plasma 5 5 hour post xxx challenge,0.05743527096082849,0.17566058
87926-2,bilirubin in plasma,epithelial cell volume urine automated,0.05743527096082849,0.072151415
40010-1,bilirubin in plasma,glucose mass volume serum plasma 13 hour post xxx challenge,0.05743527096082849,0.17669848
40028-3,bilirubin in plasma,glucose mass volume serum plasma 12 minute post xxx challenge,0.05743527096082849,0.17694284
55804-9,bilirubin in plasma,leukocyte phosphatase presence leukocyte,0.05743527096082849,0.08205115
61153-3,bilirubin in plasma,glucose mass volume peritoneal dialysis fluid baseline,0.05743527096082849,0.07036122
58557-0,bilirubin in plasma,corticotropin mole volume plasma 1 hour post dose glucose,0.05743527096082849,0.2531129
53292-9,bilirubin in plasma,erythrocyte presence urine automated,0.05743527096082849,0.06354376
40025-9,bilirubin in plasma,glucose mass volume serum plasma 3 minute post xxx challenge,0.05743527096082849,0.17767525
32532-4,bilirubin in plasma,cd3 cd4 t4 helper cell volume bone marrow,0.05743527096082849,0.05667568
49928-5,bilirubin in plasma,leukocyte volume peritoneal dialysis fluid,0.05743527096082849,0.096292555
26468-9,bilirubin in plasma,leukocyte volume peritoneal fluid,0.05743527096082849,0.106450535
48263-8,bilirubin in plasma,cocksfoot triggered leukotriene release mass volume leukocyte,0.05743527096082849,0.0748123
32820-3,bilirubin in plasma,glucose mass volume serum plasma 45 minute post dose lactose po,0.05743527096082849,0.17911445
21306-6,bilirubin in plasma,glucose mass time 8 hour urine,0.05743527096082849,0.048423726
94348-0,bilirubin in plasma,voltage gated calcium channel n type binding igg igm ab mole volume serum immunoassay,0.05743527096082849,0.081453495
107170-3,bilirubin in plasma,tubular cell volume urine sediment,0.05743527096082849,0.07769144
99411-1,bilirubin in plasma,voltage gated calcium channel ab mole volume cerebral spinal fluid immunoassay,0.05743527096082849,0.07685391
48213-3,bilirubin in plasma,tomato triggered leukotriene release mass volume leukocyte,0.05743527096082849,0.07235558
68428-2,bilirubin in plasma,leukocyte volume pericardial fluid manual count,0.05743527096082849,0.09768195
99504-3,bilirubin in plasma,glucose mass volume interstitial fluid,0.05743527096082849,0.0859016
40030-9,bilirubin in plasma,glucose mass volume serum plasma 16 minute post xxx challenge,0.05743527096082849,0.1766511
91674-2,bilirubin in plasma,cd3 cd16 cd56 cell volume bone marrow,0.05743527096082849,0.04836419
50218-7,bilirubin in plasma,glucose mass volume serum plasma 9th specimen,0.05743527096082849,0.1921401
99859-1,bilirubin in plasma,erythrocyte non dysmorphic presence urine sediment computer assisted method,0.05743527096082849,0.06350426
14105-1,bilirubin in plasma,leukocyte presence nose light microscopy,0.05743527096082849,0.069710106
42609-8,bilirubin in plasma,glucose mass volume urine 6 hour post dose lactose po,0.05743527096082849,0.07189172
26551-2,bilirubin in plasma,glucose presence urine test strip 5 hour post dose glucose,0.05743527096082849,0.060425088
55482-4,bilirubin in plasma,insulin mole volume serum plasma 4 hour post dose glucose iv,0.05743527096082849,0.1831623
20437-0,bilirubin in plasma,glucose mass volume serum plasma 3 hour post dose glucose,0.05743527096082849,0.18405177
47622-6,bilirubin in plasma,glucose mole volume serum plasma pre dose glucose,0.05743527096082849,0.18263945
77135-2,bilirubin in plasma,glucose mole volume serum plasma blood,0.05743527096082849,0.19330646
14745-4,bilirubin in plasma,glucose mole volume body fluid,0.05743527096082849,0.087309025
812-8,bilirubin in plasma,leukocyte volume semen manual count,0.05743527096082849,0.085848354
71632-4,bilirubin in plasma,eosinophil leukocyte pure number fraction peritoneal fluid manual count,0.05743527096082849,0.08641044
12611-0,bilirubin in plasma,glucose mass volume serum plasma 4 hour specimen,0.05743527096082849,0.19540921
6755-3,bilirubin in plasma,glucose presence urine test strip 3 hour post 75 g glucose po,0.05743527096082849,0.05724066
54256-3,bilirubin in plasma,glucose mole volume serum plasma 8 minute post dose glucagon,0.05743527096082849,0.17604578
16986-2,bilirubin in plasma,hydrogen expired gas volume fraction exhaled gas 1 hour post dose glucose,0.05743527096082849,0.06377335
33666-9,bilirubin in plasma,erythrocyte dysmorphic volume urine light microscopy,0.05743527096082849,0.08525699
12219-2,bilirubin in plasma,glucose mass volume peritoneal fluid 4 hour post peritoneal dialysis,0.05743527096082849,0.096991256
40171-1,bilirubin in plasma,glucose mole volume serum plasma 9 hour post xxx challenge,0.05743527096082849,0.17427553
89353-7,bilirubin in plasma,cd19 cd27 cell volume blood,0.05743527096082849,0.083372645
104880-0,bilirubin in plasma,hematocrit volume fraction blood 3 hour post dose glucose,0.05743527096082849,0.09343489
57747-8,bilirubin in plasma,erythrocyte volume urine automated test strip,0.05743527096082849,0.09763719
30391-7,bilirubin in plasma,erythrocyte volume urine,0.05743527096082849,0.08711163
40198-4,bilirubin in plasma,glucose mole volume serum plasma 2 minute post xxx challenge,0.05743527096082849,0.17212866
54398-3,bilirubin in plasma,glucose mole volume serum plasma 4th specimen post xxx challenge,0.05743527096082849,0.17238173
1553-7,bilirubin in plasma,glucose mass volume serum plasma pre dose insulin iv,0.05743527096082849,0.18112111
104598-8,bilirubin in plasma,glucose mass volume arterial blood glucometer,0.05743527096082849,0.08730336
12618-5,bilirubin in plasma,glucose mass volume serum plasma 4th specimen post xxx challenge,0.05743527096082849,0.18488322
40161-2,bilirubin in plasma,glucose mole volume serum plasma 2 5 hour post xxx challenge,0.05743527096082849,0.17474459
30405-5,bilirubin in plasma,leukocyte volume urine,0.05743527096082849,0.08455303
16990-4,bilirubin in plasma,hydrogen expired gas volume fraction exhaled gas 3 hour post dose glucose,0.05743527096082849,0.06350978
55784-3,bilirubin in plasma,leukocyte volume corrected nucleated erythrocyte bone marrow,0.05743527096082849,0.08923301
83114-9,bilirubin in plasma,s100 calcium binding protein b mass volume serum immunoassay,0.05743527096082849,0.070831716
35053-8,bilirubin in plasma,leukocyte volume synovial fluid,0.05743527096082849,0.09924484
1503-2,bilirubin in plasma,glucose mass volume urine 1 hour post 100 g glucose po,0.05743527096082849,0.06925653
1526-3,bilirubin in plasma,glucose mass volume serum plasma 30 minute post 50 g lactose po,0.05743527096082849,0.17665732
40197-6,bilirubin in plasma,glucose mole volume serum plasma 3 minute pre xxx challenge,0.05743527096082849,0.17466143
101976-9,bilirubin in plasma,voltage gated calcium channel p q type binding ab mass volume serum immunoassay,0.05743527096082849,0.08473828
94705-1,bilirubin in plasma,voltage gated calcium channel p q type binding ab mole volume serum immunoassay,0.05743527096082849,0.08494721
48296-8,bilirubin in plasma,quinoline yellow triggered leukotriene release mass volume leukocyte,0.05743527096082849,0.08625352
53274-7,bilirubin in plasma,epithelial cell renal volume urine computer assisted method,0.05743527096082849,0.078654125
14770-2,bilirubin in plasma,fasting glucose mole volume capillary blood glucometer,0.05743527096082849,0.07823322
10449-7,bilirubin in plasma,glucose mass volume serum plasma 1 hour post meal,0.05743527096082849,0.1772283
27872-1,bilirubin in plasma,insulin unit volume serum plasma 6 hour post 75 g glucose po,0.05743527096082849,0.16828567
40005-1,bilirubin in plasma,glucose mass volume serum plasma 110 minute post xxx challenge,0.05743527096082849,0.17989796
40286-7,bilirubin in plasma,glucose mole volume serum plasma 105 minute post dose glucose,0.05743527096082849,0.17915277
33405-2,bilirubin in plasma,glucose mass volume pericardial fluid,0.05743527096082849,0.080026805
1516-4,bilirubin in plasma,glucose mass volume urine 2 hour post 100 g glucose po,0.05743527096082849,0.0666172
48183-8,bilirubin in plasma,paper wasp triggered leukotriene release mass volume leukocyte,0.05743527096082849,0.07295828
55351-1,bilirubin in plasma,glucose mole volume serum plasma 1 5 hour post 75 g glucose po,0.05743527096082849,0.17422125
74084-5,bilirubin in plasma,glucose mole volume serum plasma 15 minute post 50 g lactose po,0.05743527096082849,0.17425634
12647-4,bilirubin in plasma,glucose mass volume serum plasma 12 hour post xxx challenge,0.05743527096082849,0.18305683
71633-2,bilirubin in plasma,monocyte leukocyte pure number fraction peritoneal fluid manual count,0.05743527096082849,0.09120576
47663-0,bilirubin in plasma,insulin unit volume serum plasma 30 minute post dose glucose,0.05743527096082849,0.1716945
40201-6,bilirubin in plasma,glucose mole volume serum plasma 6 minute post xxx challenge,0.05743527096082849,0.17752434
40164-6,bilirubin in plasma,glucose mole volume serum plasma 5 hour post xxx challenge,0.05743527096082849,0.17293498
808-6,bilirubin in plasma,leukocyte volume pleural fluid manual count,0.05743527096082849,0.088484995
12646-6,bilirubin in plasma,glucose mass volume serum plasma 1 hour post xxx challenge,0.05743527096082849,0.1856816
13349-6,bilirubin in plasma,leukocyte volume stool manual count,0.05743527096082849,0.084329806
6754-6,bilirubin in plasma,glucose presence urine test strip 30 minute post 75 g glucose po,0.05743527096082849,0.055816527
12649-0,bilirubin in plasma,glucose mass volume serum plasma 6th specimen post dose lactose,0.05743527096082849,0.18655829
53518-7,bilirubin in plasma,leukocyte volume dialysis fluid,0.05743527096082849,0.101364985
34475-4,bilirubin in plasma,cd4 cd45ro cell volume blood,0.05743527096082849,0.080436796
8129-9,bilirubin in plasma,deprecated cd4 cell cd8 cell ratio blood,0.05743527096082849,0.063794136
46088-1,bilirubin in plasma,leukocyte volume cerebral spinal fluid 2nd tube,0.05743527096082849,0.09688738
71663-9,bilirubin in plasma,plasma cell leukocyte pure number fraction blood,0.05743527096082849,0.10917006
35184-1,bilirubin in plasma,fasting glucose mass mole volume serum plasma,0.05743527096082849,0.16030398
25672-7,bilirubin in plasma,glucose mole volume serum plasma 4 5 hour post dose glucose,0.05743527096082849,0.1769237
5799-2,bilirubin in plasma,leukocyte esterase presence urine test strip,0.05743527096082849,0.06367513
12638-3,bilirubin in plasma,glucose mass volume serum plasma pre dose lactose po,0.05743527096082849,0.18792655
14754-6,bilirubin in plasma,glucose mole volume serum plasma 1 hour post 50 g glucose po,0.05743527096082849,0.18371506
41201-5,bilirubin in plasma,voltage gated calcium channel igg ab mole volume serum,0.05743527096082849,0.086569645
16165-3,bilirubin in plasma,glucose mass volume serum plasma 10 specimen,0.05743527096082849,0.18405454
6747-0,bilirubin in plasma,glucose presence urine test strip 1 hour post 50 g lactose po,0.05743527096082849,0.05510125
40166-1,bilirubin in plasma,glucose mole volume serum plasma 6 5 hour post xxx challenge,0.05743527096082849,0.1754754
20584-9,bilirubin in plasma,leukocyte volume specimen automated count,0.05743527096082849,0.075481646
58528-1,bilirubin in plasma,corticotropin mass volume plasma 1 5 hour post dose glucose,0.05743527096082849,0.24284387
53486-7,bilirubin in plasma,glucose mole volume serum plasma 1 hour post dose betaxolol,0.05743527096082849,0.18468092
40220-6,bilirubin in plasma,glucose mole volume serum plasma 31 hour post xxx challenge,0.05743527096082849,0.17919007
45054-4,bilirubin in plasma,glucose mole volume serum plasma 12 pm specimen,0.05743527096082849,0.17889978
54486-6,bilirubin in plasma,glucose mass volume water,0.05743527096082849,0.05206622
71648-0,bilirubin in plasma,monocyte leukocyte pure number fraction body fluid manual count,0.05743527096082849,0.08829139
34057-0,bilirubin in plasma,glucose mole volume serum plasma pre post dose clonidine,0.05743527096082849,0.18443719
25675-0,bilirubin in plasma,glucose mass volume urine 4 hour post dose glucose,0.05743527096082849,0.07078157
48236-4,bilirubin in plasma,european house dust mite triggered leukotriene release mass volume leukocyte,0.05743527096082849,0.067823276
